LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2013-14,721,Richmond County,3756,Josey High School,All Students,Reading,1306039,83312,895,29,493,463,432
2013-14,721,Richmond County,3756,Josey High School,All Students,Writing,1306039,83167,887,29,475,445,439
2013-14,721,Richmond County,4060,Academy of Richmond County High School,All Students,Combined,1306039,83291,892,195,1459,1366,1258
2013-14,721,Richmond County,4060,Academy of Richmond County High School,All Students,Mathematics,1306039,83393,894,196,491,458,425
2013-14,721,Richmond County,4060,Academy of Richmond County High School,All Students,Reading,1306039,83312,895,195,493,463,426
2013-14,721,Richmond County,4060,Academy of Richmond County High School,All Students,Writing,1306039,83167,887,194,475,445,407
2013-14,721,Richmond County,4562,Davidson Magnet School,All Students,Combined,1306039,83291,892,151,1459,1366,1693
2013-14,721,Richmond County,4562,Davidson Magnet School,All Students,Mathematics,1306039,83393,894,149,491,458,556
2013-14,721,Richmond County,4562,Davidson Magnet School,All Students,Reading,1306039,83312,895,155,493,463,575
2013-14,721,Richmond County,4562,Davidson Magnet School,All Students,Writing,1306039,83167,887,150,475,445,562
2013-14,721,Richmond County,5566,Laney High School,All Students,Combined,1306039,83291,892,45,1459,1366,1249
2013-14,721,Richmond County,5566,Laney High School,All Students,Mathematics,1306039,83393,894,45,491,458,425
2013-14,721,Richmond County,5566,Laney High School,All Students,Reading,1306039,83312,895,45,493,463,414
2013-14,721,Richmond County,5566,Laney High School,All Students,Writing,1306039,83167,887,45,475,445,411
2013-14,722,Rockdale County,106,Rockdale Career Academy,All Students,Combined,1306039,83291,1034,4,1459,1345,
2013-14,722,Rockdale County,106,Rockdale Career Academy,All Students,Mathematics,1306039,83393,1029,4,491,449,
2013-14,722,Rockdale County,106,Rockdale Career Academy,All Students,Reading,1306039,83312,1037,4,493,459,
2013-14,722,Rockdale County,106,Rockdale Career Academy,All Students,Writing,1306039,83167,1037,5,475,437,
2013-14,722,Rockdale County,176,Heritage High School,All Students,Combined,1306039,83291,1034,294,1459,1345,1350
2013-14,722,Rockdale County,176,Heritage High School,All Students,Mathematics,1306039,83393,1029,292,491,449,447
2013-14,722,Rockdale County,176,Heritage High School,All Students,Reading,1306039,83312,1037,297,493,459,460
2013-14,722,Rockdale County,176,Heritage High School,All Students,Writing,1306039,83167,1037,293,475,437,442
2013-14,722,Rockdale County,192,Salem High School,All Students,Combined,1306039,83291,1034,296,1459,1345,1289
2013-14,722,Rockdale County,192,Salem High School,All Students,Mathematics,1306039,83393,1029,295,491,449,427
2013-14,722,Rockdale County,192,Salem High School,All Students,Reading,1306039,83312,1037,295,493,459,445
2013-14,722,Rockdale County,192,Salem High School,All Students,Writing,1306039,83167,1037,298,475,437,417
2013-14,722,Rockdale County,3052,Rockdale County High School,All Students,Combined,1306039,83291,1034,440,1459,1345,1379
2013-14,722,Rockdale County,3052,Rockdale County High School,All Students,Mathematics,1306039,83393,1029,438,491,449,465
2013-14,722,Rockdale County,3052,Rockdale County High School,All Students,Reading,1306039,83312,1037,441,493,459,467
2013-14,722,Rockdale County,3052,Rockdale County High School,All Students,Writing,1306039,83167,1037,441,475,437,448
2013-14,723,Schley County,101,Schley Middle High School,All Students,Combined,1306039,83291,74,74,1459,1373,1373
2013-14,723,Schley County,101,Schley Middle High School,All Students,Mathematics,1306039,83393,74,74,491,452,452
2013-14,723,Schley County,101,Schley Middle High School,All Students,Reading,1306039,83312,74,74,493,468,468
2013-14,723,Schley County,101,Schley Middle High School,All Students,Writing,1306039,83167,74,74,475,452,452
2013-14,724,Screven County,4052,Screven County High School,All Students,Combined,1306039,83291,88,88,1459,1296,1296
2013-14,724,Screven County,4052,Screven County High School,All Students,Mathematics,1306039,83393,88,88,491,441,441
2013-14,724,Screven County,4052,Screven County High School,All Students,Reading,1306039,83312,88,88,493,441,441
2013-14,724,Screven County,4052,Screven County High School,All Students,Writing,1306039,83167,88,88,475,414,414
2013-14,725,Seminole County,196,Seminole County Middle/High School,All Students,Combined,1306039,83291,79,79,1459,1397,1397
2013-14,725,Seminole County,196,Seminole County Middle/High School,All Students,Mathematics,1306039,83393,78,78,491,455,455
2013-14,725,Seminole County,196,Seminole County Middle/High School,All Students,Reading,1306039,83312,79,79,493,479,479
2013-14,725,Seminole County,196,Seminole County Middle/High School,All Students,Writing,1306039,83167,79,79,475,463,463
2013-14,726,Spalding County,101,Spalding High School,All Students,Combined,1306039,83291,375,213,1459,1375,1449
2013-14,726,Spalding County,101,Spalding High School,All Students,Mathematics,1306039,83393,378,216,491,462,482
2013-14,726,Spalding County,101,Spalding High School,All Students,Reading,1306039,83312,374,211,493,466,494
2013-14,726,Spalding County,101,Spalding High School,All Students,Writing,1306039,83167,373,211,475,447,473
2013-14,726,Spalding County,187,Griffin High School,All Students,Combined,1306039,83291,375,159,1459,1375,1278
2013-14,726,Spalding County,187,Griffin High School,All Students,Mathematics,1306039,83393,378,159,491,462,435
2013-14,726,Spalding County,187,Griffin High School,All Students,Reading,1306039,83312,374,160,493,466,430
2013-14,726,Spalding County,187,Griffin High School,All Students,Writing,1306039,83167,373,159,475,447,413
2013-14,726,Spalding County,208,AZ Kelsey Academy,All Students,Combined,1306039,83291,375,3,1459,1375,
2013-14,726,Spalding County,208,AZ Kelsey Academy,All Students,Mathematics,1306039,83393,378,3,491,462,
2013-14,726,Spalding County,208,AZ Kelsey Academy,All Students,Reading,1306039,83312,374,3,493,466,
2013-14,726,Spalding County,208,AZ Kelsey Academy,All Students,Writing,1306039,83167,373,3,475,447,
2013-14,727,Stephens County,5050,Stephens County High School,All Students,Combined,1306039,83291,137,137,1459,1459,1459
2013-14,727,Stephens County,5050,Stephens County High School,All Students,Mathematics,1306039,83393,137,137,491,484,484
2013-14,727,Stephens County,5050,Stephens County High School,All Students,Reading,1306039,83312,136,136,493,505,505
2013-14,727,Stephens County,5050,Stephens County High School,All Students,Writing,1306039,83167,138,138,475,469,469
2013-14,728,Stewart County,201,Stewart County High School,All Students,Combined,1306039,83291,3,3,1459,,
2013-14,728,Stewart County,201,Stewart County High School,All Students,Mathematics,1306039,83393,3,3,491,,
2013-14,728,Stewart County,201,Stewart County High School,All Students,Reading,1306039,83312,3,3,493,,
2013-14,728,Stewart County,201,Stewart County High School,All Students,Writing,1306039,83167,3,3,475,,
2013-14,729,Sumter County,105,Americus Sumter County High South,All Students,Combined,1306039,83291,116,116,1459,1300,1300
2013-14,729,Sumter County,105,Americus Sumter County High South,All Students,Mathematics,1306039,83393,117,117,491,431,431
2013-14,729,Sumter County,105,Americus Sumter County High South,All Students,Reading,1306039,83312,117,117,493,440,440
2013-14,729,Sumter County,105,Americus Sumter County High South,All Students,Writing,1306039,83167,115,115,475,429,429
2013-14,730,Talbot County,190,Central Elementary/High School,All Students,Combined,1306039,83291,40,40,1459,1088,1088
2013-14,730,Talbot County,190,Central Elementary/High School,All Students,Mathematics,1306039,83393,40,40,491,380,380
2013-14,730,Talbot County,190,Central Elementary/High School,All Students,Reading,1306039,83312,40,40,493,352,352
2013-14,730,Talbot County,190,Central Elementary/High School,All Students,Writing,1306039,83167,40,40,475,356,356
2013-14,731,Taliaferro County,102,Taliaferro County School,All Students,Combined,1306039,83291,14,14,1459,1107,1107
2013-14,731,Taliaferro County,102,Taliaferro County School,All Students,Mathematics,1306039,83393,14,14,491,369,369
2013-14,731,Taliaferro County,102,Taliaferro County School,All Students,Reading,1306039,83312,14,14,493,352,352
2013-14,731,Taliaferro County,102,Taliaferro County School,All Students,Writing,1306039,83167,14,14,475,386,386
2013-14,732,Tattnall County,194,Tattnall County High School,All Students,Combined,1306039,83291,149,149,1459,1380,1380
2013-14,732,Tattnall County,194,Tattnall County High School,All Students,Mathematics,1306039,83393,150,150,491,470,470
2013-14,732,Tattnall County,194,Tattnall County High School,All Students,Reading,1306039,83312,150,150,493,465,465
2013-14,732,Tattnall County,194,Tattnall County High School,All Students,Writing,1306039,83167,148,148,475,445,445
2013-14,733,Taylor County,201,Taylor County High School,All Students,Combined,1306039,83291,67,67,1459,1396,1396
2013-14,733,Taylor County,201,Taylor County High School,All Students,Mathematics,1306039,83393,66,66,491,468,468
2013-14,733,Taylor County,201,Taylor County High School,All Students,Reading,1306039,83312,68,68,493,481,481
2013-14,733,Taylor County,201,Taylor County High School,All Students,Writing,1306039,83167,67,67,475,447,447
2013-14,734,Telfair County,201,Telfair County High School,All Students,Combined,1306039,83291,61,61,1459,1258,1258
2013-14,734,Telfair County,201,Telfair County High School,All Students,Mathematics,1306039,83393,61,61,491,422,422
2013-14,734,Telfair County,201,Telfair County High School,All Students,Reading,1306039,83312,62,62,493,431,431
2013-14,734,Telfair County,201,Telfair County High School,All Students,Writing,1306039,83167,60,60,475,405,405
2013-14,735,Terrell County,105,Terrell High School,All Students,Combined,1306039,83291,19,19,1459,1204,1204
2013-14,735,Terrell County,105,Terrell High School,All Students,Mathematics,1306039,83393,19,19,491,404,404
2013-14,735,Terrell County,105,Terrell High School,All Students,Reading,1306039,83312,19,19,493,397,397
2013-14,735,Terrell County,105,Terrell High School,All Students,Writing,1306039,83167,19,19,475,403,403
2013-14,736,Thomas County,100,Bishop Hall Charter School,All Students,Combined,1306039,83291,219,4,1459,1360,
2013-14,736,Thomas County,100,Bishop Hall Charter School,All Students,Mathematics,1306039,83393,222,4,491,446,
2013-14,736,Thomas County,100,Bishop Hall Charter School,All Students,Reading,1306039,83312,217,4,493,469,
2013-14,736,Thomas County,100,Bishop Hall Charter School,All Students,Writing,1306039,83167,218,4,475,444,
2013-14,736,Thomas County,191,Thomas County Central High School,All Students,Combined,1306039,83291,219,215,1459,1360,1359
2013-14,736,Thomas County,191,Thomas County Central High School,All Students,Mathematics,1306039,83393,222,218,491,446,446
2013-14,736,Thomas County,191,Thomas County Central High School,All Students,Reading,1306039,83312,217,213,493,469,469
2013-14,736,Thomas County,191,Thomas County Central High School,All Students,Writing,1306039,83167,218,214,475,444,444
2013-14,737,Tift County,3052,"Northeast Campus, Tift County High School",All Students,Combined,1306039,83291,405,405,1459,1366,1366
2013-14,737,Tift County,3052,"Northeast Campus, Tift County High School",All Students,Mathematics,1306039,83393,406,406,491,457,457
2013-14,737,Tift County,3052,"Northeast Campus, Tift County High School",All Students,Reading,1306039,83312,404,404,493,463,463
2013-14,737,Tift County,3052,"Northeast Campus, Tift County High School",All Students,Writing,1306039,83167,404,404,475,447,447
2013-14,738,Toombs County,192,Toombs County High School,All Students,Combined,1306039,83291,77,77,1459,1353,1353
2013-14,738,Toombs County,192,Toombs County High School,All Students,Mathematics,1306039,83393,80,80,491,452,452
2013-14,738,Toombs County,192,Toombs County High School,All Students,Reading,1306039,83312,77,77,493,457,457
2013-14,738,Toombs County,192,Toombs County High School,All Students,Writing,1306039,83167,75,75,475,444,444
2013-14,739,Towns County,204,Towns County High School,All Students,Combined,1306039,83291,54,54,1459,1481,1481
2013-14,739,Towns County,204,Towns County High School,All Students,Mathematics,1306039,83393,54,54,491,498,498
2013-14,739,Towns County,204,Towns County High School,All Students,Reading,1306039,83312,54,54,493,499,499
2013-14,739,Towns County,204,Towns County High School,All Students,Writing,1306039,83167,54,54,475,484,484
2013-14,740,Treutlen County,213,Treutlen Middle/High School,All Students,Combined,1306039,83291,53,53,1459,1294,1294
2013-14,740,Treutlen County,213,Treutlen Middle/High School,All Students,Mathematics,1306039,83393,53,53,491,435,435
2013-14,740,Treutlen County,213,Treutlen Middle/High School,All Students,Reading,1306039,83312,53,53,493,440,440
2013-14,740,Treutlen County,213,Treutlen Middle/High School,All Students,Writing,1306039,83167,53,53,475,419,419
2013-14,741,Troup County,201,Callaway High School,All Students,Combined,1306039,83291,477,88,1459,1453,1404
2013-14,741,Troup County,201,Callaway High School,All Students,Mathematics,1306039,83393,479,88,491,497,474
2013-14,741,Troup County,201,Callaway High School,All Students,Reading,1306039,83312,476,89,493,490,469
2013-14,741,Troup County,201,Callaway High School,All Students,Writing,1306039,83167,477,88,475,466,461
2013-14,741,Troup County,387,Troup County High School,All Students,Combined,1306039,83291,477,137,1459,1453,1431
2013-14,741,Troup County,387,Troup County High School,All Students,Mathematics,1306039,83393,479,138,491,497,496
2013-14,741,Troup County,387,Troup County High School,All Students,Reading,1306039,83312,476,136,493,490,486
2013-14,741,Troup County,387,Troup County High School,All Students,Writing,1306039,83167,477,137,475,466,449
2013-14,741,Troup County,1052,LaGrange High School,All Students,Combined,1306039,83291,477,252,1459,1453,1482
2013-14,741,Troup County,1052,LaGrange High School,All Students,Mathematics,1306039,83393,479,253,491,497,505
2013-14,741,Troup County,1052,LaGrange High School,All Students,Reading,1306039,83312,476,251,493,490,500
2013-14,741,Troup County,1052,LaGrange High School,All Students,Writing,1306039,83167,477,252,475,466,477
2013-14,742,Turner County,1050,Turner County Specialty School,All Students,Combined,1306039,83291,54,54,1459,1284,1284
2013-14,742,Turner County,1050,Turner County Specialty School,All Students,Mathematics,1306039,83393,54,54,491,419,419
2013-14,742,Turner County,1050,Turner County Specialty School,All Students,Reading,1306039,83312,54,54,493,441,441
2013-14,742,Turner County,1050,Turner County Specialty School,All Students,Writing,1306039,83167,53,53,475,425,425
2013-14,743,Twiggs County,201,Twiggs County High School,All Students,Combined,1306039,83291,11,11,1459,1293,1293
2013-14,743,Twiggs County,201,Twiggs County High School,All Students,Mathematics,1306039,83393,11,11,491,427,427
2013-14,743,Twiggs County,201,Twiggs County High School,All Students,Reading,1306039,83312,11,11,493,436,436
2013-14,743,Twiggs County,201,Twiggs County High School,All Students,Writing,1306039,83167,11,11,475,429,429
2013-14,744,Union County,101,Union County High School,All Students,Combined,1306039,83291,165,163,1459,1460,1460
2013-14,744,Union County,101,Union County High School,All Students,Mathematics,1306039,83393,166,164,491,483,483
2013-14,744,Union County,101,Union County High School,All Students,Reading,1306039,83312,165,163,493,501,501
2013-14,744,Union County,101,Union County High School,All Students,Writing,1306039,83167,164,162,475,475,476
2013-14,744,Union County,3050,Woody Gap High/Elementary School,All Students,Combined,1306039,83291,165,2,1459,1460,
2013-14,744,Union County,3050,Woody Gap High/Elementary School,All Students,Mathematics,1306039,83393,166,2,491,483,
2013-14,744,Union County,3050,Woody Gap High/Elementary School,All Students,Reading,1306039,83312,165,2,493,501,
2013-14,744,Union County,3050,Woody Gap High/Elementary School,All Students,Writing,1306039,83167,164,2,475,475,
2013-14,745,Thomaston-Upson County,195,Upson-Lee High School,All Students,Combined,1306039,83291,224,224,1459,1333,1333
2013-14,745,Thomaston-Upson County,195,Upson-Lee High School,All Students,Mathematics,1306039,83393,222,222,491,444,444
2013-14,745,Thomaston-Upson County,195,Upson-Lee High School,All Students,Reading,1306039,83312,226,226,493,450,450
2013-14,745,Thomaston-Upson County,195,Upson-Lee High School,All Students,Writing,1306039,83167,225,225,475,438,438
2013-14,746,Walker County,190,Ridgeland High School,All Students,Combined,1306039,83291,50,19,1459,1505,1501
2013-14,746,Walker County,190,Ridgeland High School,All Students,Mathematics,1306039,83393,51,19,491,516,518
2013-14,746,Walker County,190,Ridgeland High School,All Students,Reading,1306039,83312,50,19,493,509,507
2013-14,746,Walker County,190,Ridgeland High School,All Students,Writing,1306039,83167,50,19,475,480,476
2013-14,746,Walker County,198,LaFayette High School,All Students,Combined,1306039,83291,50,31,1459,1505,1507
2013-14,746,Walker County,198,LaFayette High School,All Students,Mathematics,1306039,83393,51,32,491,516,515
2013-14,746,Walker County,198,LaFayette High School,All Students,Reading,1306039,83312,50,31,493,509,510
2013-14,746,Walker County,198,LaFayette High School,All Students,Writing,1306039,83167,50,31,475,480,482
2013-14,747,Walton County,111,Walnut Grove High School,All Students,Combined,1306039,83291,718,257,1459,1421,1421
2013-14,747,Walton County,111,Walnut Grove High School,All Students,Mathematics,1306039,83393,713,256,491,478,474
2013-14,747,Walton County,111,Walnut Grove High School,All Students,Reading,1306039,83312,723,258,493,482,484
2013-14,747,Walton County,111,Walnut Grove High School,All Students,Writing,1306039,83167,718,256,475,461,462
2013-14,747,Walton County,199,Loganville High School,All Students,Combined,1306039,83291,718,296,1459,1421,1450
2013-14,747,Walton County,199,Loganville High School,All Students,Mathematics,1306039,83393,713,294,491,478,495
2013-14,747,Walton County,199,Loganville High School,All Students,Reading,1306039,83312,723,300,493,482,488
2013-14,747,Walton County,199,Loganville High School,All Students,Writing,1306039,83167,718,295,475,461,467
2013-14,747,Walton County,205,Monroe Area High School,All Students,Combined,1306039,83291,718,165,1459,1421,1370
2013-14,747,Walton County,205,Monroe Area High School,All Students,Mathematics,1306039,83393,713,163,491,478,453
2013-14,747,Walton County,205,Monroe Area High School,All Students,Reading,1306039,83312,723,165,493,482,467
2013-14,747,Walton County,205,Monroe Area High School,All Students,Writing,1306039,83167,718,167,475,461,449
2013-14,748,Ware County,195,Ware County High School,All Students,Combined,1306039,83291,186,186,1459,1439,1439
2013-14,748,Ware County,195,Ware County High School,All Students,Mathematics,1306039,83393,185,185,491,481,481
2013-14,748,Ware County,195,Ware County High School,All Students,Reading,1306039,83312,190,190,493,493,493
2013-14,748,Ware County,195,Ware County High School,All Students,Writing,1306039,83167,183,183,475,465,465
2013-14,749,Warren County,205,Warren County High School,All Students,Combined,1306039,83291,29,29,1459,1198,1198
2013-14,749,Warren County,205,Warren County High School,All Students,Mathematics,1306039,83393,29,29,491,405,405
2013-14,749,Warren County,205,Warren County High School,All Students,Reading,1306039,83312,29,29,493,384,384
2013-14,749,Warren County,205,Warren County High School,All Students,Writing,1306039,83167,29,29,475,408,408
2013-14,750,Washington County,1052,Washington County High School,All Students,Combined,1306039,83291,166,166,1459,1272,1272
2013-14,750,Washington County,1052,Washington County High School,All Students,Mathematics,1306039,83393,166,166,491,426,426
2013-14,750,Washington County,1052,Washington County High School,All Students,Reading,1306039,83312,167,167,493,427,427
2013-14,750,Washington County,1052,Washington County High School,All Students,Writing,1306039,83167,166,166,475,419,419
2013-14,751,Wayne County,101,Wayne County High School,All Students,Combined,1306039,83291,278,278,1459,1352,1352
2013-14,751,Wayne County,101,Wayne County High School,All Students,Mathematics,1306039,83393,279,279,491,460,460
2013-14,751,Wayne County,101,Wayne County High School,All Students,Reading,1306039,83312,280,280,493,461,461
2013-14,751,Wayne County,101,Wayne County High School,All Students,Writing,1306039,83167,275,275,475,431,431
2013-14,752,Webster County,108,Webster County High School,All Students,Combined,1306039,83291,22,22,1459,1204,1204
2013-14,752,Webster County,108,Webster County High School,All Students,Mathematics,1306039,83393,22,22,491,413,413
2013-14,752,Webster County,108,Webster County High School,All Students,Reading,1306039,83312,22,22,493,395,395
2013-14,752,Webster County,108,Webster County High School,All Students,Writing,1306039,83167,22,22,475,396,396
2013-14,753,Wheeler County,3052,Wheeler County High School,All Students,Combined,1306039,83291,38,38,1459,1358,1358
2013-14,753,Wheeler County,3052,Wheeler County High School,All Students,Mathematics,1306039,83393,38,38,491,459,459
2013-14,753,Wheeler County,3052,Wheeler County High School,All Students,Reading,1306039,83312,38,38,493,451,451
2013-14,753,Wheeler County,3052,Wheeler County High School,All Students,Writing,1306039,83167,38,38,475,448,448
2013-14,754,White County,105,White County High School,All Students,Combined,1306039,83291,230,230,1459,1456,1456
2013-14,754,White County,105,White County High School,All Students,Mathematics,1306039,83393,231,231,491,495,495
2013-14,754,White County,105,White County High School,All Students,Reading,1306039,83312,230,230,493,492,492
2013-14,754,White County,105,White County High School,All Students,Writing,1306039,83167,229,229,475,469,469
2013-14,755,Whitfield County,105,Northwest Georgia College & Career Academy,All Students,Combined,1306039,83291,357,10,1459,1412,1357
2013-14,755,Whitfield County,105,Northwest Georgia College & Career Academy,All Students,Mathematics,1306039,83393,357,10,491,474,448
2013-14,755,Whitfield County,105,Northwest Georgia College & Career Academy,All Students,Reading,1306039,83312,358,10,493,481,472
2013-14,755,Whitfield County,105,Northwest Georgia College & Career Academy,All Students,Writing,1306039,83167,357,10,475,457,437
2013-14,755,Whitfield County,112,Coahulla Creek High School,All Students,Combined,1306039,83291,357,51,1459,1412,1448
2013-14,755,Whitfield County,112,Coahulla Creek High School,All Students,Mathematics,1306039,83393,357,50,491,474,478
2013-14,755,Whitfield County,112,Coahulla Creek High School,All Students,Reading,1306039,83312,358,51,493,481,493
2013-14,755,Whitfield County,112,Coahulla Creek High School,All Students,Writing,1306039,83167,357,51,475,457,477
2013-14,755,Whitfield County,175,Northwest Whitfield County High School,All Students,Combined,1306039,83291,357,175,1459,1412,1457
2013-14,755,Whitfield County,175,Northwest Whitfield County High School,All Students,Mathematics,1306039,83393,357,173,491,474,486
2013-14,755,Whitfield County,175,Northwest Whitfield County High School,All Students,Reading,1306039,83312,358,177,493,481,496
2013-14,755,Whitfield County,175,Northwest Whitfield County High School,All Students,Writing,1306039,83167,357,174,475,457,476
2013-14,755,Whitfield County,212,Phoenix High School,All Students,Combined,1306039,83291,357,2,1459,1412,
2013-14,755,Whitfield County,212,Phoenix High School,All Students,Mathematics,1306039,83393,357,2,491,474,
2013-14,755,Whitfield County,212,Phoenix High School,All Students,Reading,1306039,83312,358,2,493,481,
2013-14,755,Whitfield County,212,Phoenix High School,All Students,Writing,1306039,83167,357,2,475,457,
2013-14,755,Whitfield County,275,Southeast Whitfield County High School,All Students,Combined,1306039,83291,357,120,1459,1412,1335
2013-14,755,Whitfield County,275,Southeast Whitfield County High School,All Students,Mathematics,1306039,83393,357,122,491,474,458
2013-14,755,Whitfield County,275,Southeast Whitfield County High School,All Students,Reading,1306039,83312,358,118,493,481,454
2013-14,755,Whitfield County,275,Southeast Whitfield County High School,All Students,Writing,1306039,83167,357,120,475,457,423
2013-14,756,Wilcox County,201,Wilcox County High School,All Students,Combined,1306039,83291,27,27,1459,1288,1288
2013-14,756,Wilcox County,201,Wilcox County High School,All Students,Mathematics,1306039,83393,27,27,491,431,431
2013-14,756,Wilcox County,201,Wilcox County High School,All Students,Reading,1306039,83312,27,27,493,429,429
2013-14,756,Wilcox County,201,Wilcox County High School,All Students,Writing,1306039,83167,27,27,475,429,429
2013-14,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,All Students,Combined,1306039,83291,90,90,1459,1374,1374
2013-14,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,All Students,Mathematics,1306039,83393,89,89,491,476,476
2013-14,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,All Students,Reading,1306039,83312,92,92,493,455,455
2013-14,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,All Students,Writing,1306039,83167,88,88,475,443,443
2013-14,758,Wilkinson County,3050,Wilkinson County High School,All Students,Combined,1306039,83291,47,47,1459,1276,1276
2013-14,758,Wilkinson County,3050,Wilkinson County High School,All Students,Mathematics,1306039,83393,46,46,491,430,430
2013-14,758,Wilkinson County,3050,Wilkinson County High School,All Students,Reading,1306039,83312,47,47,493,431,431
2013-14,758,Wilkinson County,3050,Wilkinson County High School,All Students,Writing,1306039,83167,47,47,475,415,415
2013-14,759,Worth County,176,Worth County High School,All Students,Combined,1306039,83291,88,88,1459,1271,1271
2013-14,759,Worth County,176,Worth County High School,All Students,Mathematics,1306039,83393,89,89,491,440,440
2013-14,759,Worth County,176,Worth County High School,All Students,Reading,1306039,83312,88,88,493,428,428
2013-14,759,Worth County,176,Worth County High School,All Students,Writing,1306039,83167,88,88,475,403,403
2013-14,761,Atlanta Public Schools,106,Early College High School at Carver,All Students,Combined,1306039,83291,1515,114,1459,1369,1390
2013-14,761,Atlanta Public Schools,106,Early College High School at Carver,All Students,Mathematics,1306039,83393,1508,112,491,453,470
2013-14,761,Atlanta Public Schools,106,Early College High School at Carver,All Students,Reading,1306039,83312,1518,115,493,463,468
2013-14,761,Atlanta Public Schools,106,Early College High School at Carver,All Students,Writing,1306039,83167,1518,114,475,453,452
2013-14,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,All Students,Combined,1306039,83291,1515,31,1459,1369,1170
2013-14,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,All Students,Mathematics,1306039,83393,1508,31,491,453,397
2013-14,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,All Students,Reading,1306039,83312,1518,31,493,463,387
2013-14,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,All Students,Writing,1306039,83167,1518,31,475,453,386
2013-14,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",All Students,Combined,1306039,83291,1515,27,1459,1369,1238
2013-14,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",All Students,Mathematics,1306039,83393,1508,26,491,453,427
2013-14,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",All Students,Reading,1306039,83312,1518,27,493,463,396
2013-14,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",All Students,Writing,1306039,83167,1518,28,475,453,414
2013-14,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,All Students,Combined,1306039,83291,1515,30,1459,1369,1426
2013-14,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,All Students,Mathematics,1306039,83393,1508,30,491,453,493
2013-14,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,All Students,Reading,1306039,83312,1518,30,493,463,470
2013-14,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,All Students,Writing,1306039,83167,1518,30,475,453,462
2013-14,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",All Students,Combined,1306039,83291,1515,28,1459,1369,1200
2013-14,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",All Students,Mathematics,1306039,83393,1508,29,491,453,396
2013-14,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",All Students,Reading,1306039,83312,1518,27,493,463,403
2013-14,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",All Students,Writing,1306039,83167,1518,27,475,453,401
2013-14,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,All Students,Combined,1306039,83291,1515,22,1459,1369,1314
2013-14,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,All Students,Mathematics,1306039,83393,1508,22,491,453,441
2013-14,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,All Students,Reading,1306039,83312,1518,21,493,463,453
2013-14,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,All Students,Writing,1306039,83167,1518,22,475,453,420
2013-14,761,Atlanta Public Schools,121,Coretta Scott King Young Women's Academy High School,All Students,Combined,1306039,83291,1515,41,1459,1369,1268
2013-14,761,Atlanta Public Schools,121,Coretta Scott King Young Women's Academy High School,All Students,Mathematics,1306039,83393,1508,41,491,453,424
2013-14,761,Atlanta Public Schools,121,Coretta Scott King Young Women's Academy High School,All Students,Reading,1306039,83312,1518,40,493,463,424
2013-14,761,Atlanta Public Schools,121,Coretta Scott King Young Women's Academy High School,All Students,Writing,1306039,83167,1518,41,475,453,420
2013-14,761,Atlanta Public Schools,182,Mays High School,All Students,Combined,1306039,83291,1515,179,1459,1369,1282
2013-14,761,Atlanta Public Schools,182,Mays High School,All Students,Mathematics,1306039,83393,1508,178,491,453,422
2013-14,761,Atlanta Public Schools,182,Mays High School,All Students,Reading,1306039,83312,1518,178,493,463,428
2013-14,761,Atlanta Public Schools,182,Mays High School,All Students,Writing,1306039,83167,1518,180,475,453,433
