LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2012-13,633,Cobb County,2056,North Cobb High School,All Students,Reading,1295267,86602,8186,624,486,516,499
2012-13,633,Cobb County,2056,North Cobb High School,All Students,Writing,1295267,86498,8153,628,471,498,477
2012-13,633,Cobb County,2066,Osborne High School,All Students,Combined,1295267,86575,8168,209,1443,1529,1252
2012-13,633,Cobb County,2066,Osborne High School,All Students,Mathematics,1295267,86626,8164,207,486,515,419
2012-13,633,Cobb County,2066,Osborne High School,All Students,Reading,1295267,86602,8186,208,486,516,423
2012-13,633,Cobb County,2066,Osborne High School,All Students,Writing,1295267,86498,8153,211,471,498,410
2012-13,633,Cobb County,3056,South Cobb High School,All Students,Combined,1295267,86575,8168,368,1443,1529,1339
2012-13,633,Cobb County,3056,South Cobb High School,All Students,Mathematics,1295267,86626,8164,367,486,515,445
2012-13,633,Cobb County,3056,South Cobb High School,All Students,Reading,1295267,86602,8186,373,486,516,456
2012-13,633,Cobb County,3056,South Cobb High School,All Students,Writing,1295267,86498,8153,364,471,498,438
2012-13,633,Cobb County,4066,Pebblebrook High School,All Students,Combined,1295267,86575,8168,315,1443,1529,1295
2012-13,633,Cobb County,4066,Pebblebrook High School,All Students,Mathematics,1295267,86626,8164,315,486,515,420
2012-13,633,Cobb County,4066,Pebblebrook High School,All Students,Reading,1295267,86602,8186,317,486,516,447
2012-13,633,Cobb County,4066,Pebblebrook High School,All Students,Writing,1295267,86498,8153,313,471,498,428
2012-13,634,Coffee County,195,Coffee County High School,All Students,Combined,1295267,86575,275,275,1443,1340,1340
2012-13,634,Coffee County,195,Coffee County High School,All Students,Mathematics,1295267,86626,276,276,486,452,452
2012-13,634,Coffee County,195,Coffee County High School,All Students,Reading,1295267,86602,275,275,486,452,452
2012-13,634,Coffee County,195,Coffee County High School,All Students,Writing,1295267,86498,273,273,471,436,436
2012-13,635,Colquitt County,1554,Colquitt County High School,All Students,Combined,1295267,86575,288,288,1443,1339,1339
2012-13,635,Colquitt County,1554,Colquitt County High School,All Students,Mathematics,1295267,86626,288,288,486,447,447
2012-13,635,Colquitt County,1554,Colquitt County High School,All Students,Reading,1295267,86602,287,287,486,454,454
2012-13,635,Colquitt County,1554,Colquitt County High School,All Students,Writing,1295267,86498,288,288,471,437,437
2012-13,636,Columbia County,112,Grovetown High School,All Students,Combined,1295267,86575,1642,242,1443,1522,1441
2012-13,636,Columbia County,112,Grovetown High School,All Students,Mathematics,1295267,86626,1643,243,486,517,488
2012-13,636,Columbia County,112,Grovetown High School,All Students,Reading,1295267,86602,1646,243,486,515,490
2012-13,636,Columbia County,112,Grovetown High School,All Students,Writing,1295267,86498,1637,239,471,490,464
2012-13,636,Columbia County,183,Harlem High School,All Students,Combined,1295267,86575,1642,135,1443,1522,1402
2012-13,636,Columbia County,183,Harlem High School,All Students,Mathematics,1295267,86626,1643,135,486,517,469
2012-13,636,Columbia County,183,Harlem High School,All Students,Reading,1295267,86602,1646,136,486,515,483
2012-13,636,Columbia County,183,Harlem High School,All Students,Writing,1295267,86498,1637,133,471,490,449
2012-13,636,Columbia County,189,Lakeside High School,All Students,Combined,1295267,86575,1642,419,1443,1522,1592
2012-13,636,Columbia County,189,Lakeside High School,All Students,Mathematics,1295267,86626,1643,419,486,517,544
2012-13,636,Columbia County,189,Lakeside High School,All Students,Reading,1295267,86602,1646,420,486,515,535
2012-13,636,Columbia County,189,Lakeside High School,All Students,Writing,1295267,86498,1637,418,471,490,513
2012-13,636,Columbia County,197,Greenbrier High School,All Students,Combined,1295267,86575,1642,469,1443,1522,1546
2012-13,636,Columbia County,197,Greenbrier High School,All Students,Mathematics,1295267,86626,1643,468,486,517,528
2012-13,636,Columbia County,197,Greenbrier High School,All Students,Reading,1295267,86602,1646,471,486,515,521
2012-13,636,Columbia County,197,Greenbrier High School,All Students,Writing,1295267,86498,1637,467,471,490,497
2012-13,636,Columbia County,4050,Evans High School,All Students,Combined,1295267,86575,1642,378,1443,1522,1508
2012-13,636,Columbia County,4050,Evans High School,All Students,Mathematics,1295267,86626,1643,378,486,517,509
2012-13,636,Columbia County,4050,Evans High School,All Students,Reading,1295267,86602,1646,376,486,515,511
2012-13,636,Columbia County,4050,Evans High School,All Students,Writing,1295267,86498,1637,380,471,490,487
2012-13,637,Cook County,111,Cook High School,All Students,Combined,1295267,86575,140,140,1443,1388,1388
2012-13,637,Cook County,111,Cook High School,All Students,Mathematics,1295267,86626,139,139,486,447,447
2012-13,637,Cook County,111,Cook High School,All Students,Reading,1295267,86602,140,140,486,478,478
2012-13,637,Cook County,111,Cook High School,All Students,Writing,1295267,86498,141,141,471,463,463
2012-13,638,Coweta County,196,Northgate High School,All Students,Combined,1295267,86575,1006,358,1443,1503,1515
2012-13,638,Coweta County,196,Northgate High School,All Students,Mathematics,1295267,86626,1008,357,486,503,506
2012-13,638,Coweta County,196,Northgate High School,All Students,Reading,1295267,86602,1011,363,486,509,515
2012-13,638,Coweta County,196,Northgate High School,All Students,Writing,1295267,86498,999,354,471,491,495
2012-13,638,Coweta County,389,East Coweta High School,All Students,Combined,1295267,86575,1006,409,1443,1503,1489
2012-13,638,Coweta County,389,East Coweta High School,All Students,Mathematics,1295267,86626,1008,414,486,503,498
2012-13,638,Coweta County,389,East Coweta High School,All Students,Reading,1295267,86602,1011,408,486,509,506
2012-13,638,Coweta County,389,East Coweta High School,All Students,Writing,1295267,86498,999,406,471,491,486
2012-13,638,Coweta County,5054,Newnan High School,All Students,Combined,1295267,86575,1006,239,1443,1503,1509
2012-13,638,Coweta County,5054,Newnan High School,All Students,Mathematics,1295267,86626,1008,237,486,503,508
2012-13,638,Coweta County,5054,Newnan High School,All Students,Reading,1295267,86602,1011,240,486,509,508
2012-13,638,Coweta County,5054,Newnan High School,All Students,Writing,1295267,86498,999,239,471,491,494
2012-13,639,Crawford County,193,Crawford County High School,All Students,Combined,1295267,86575,53,53,1443,1349,1349
2012-13,639,Crawford County,193,Crawford County High School,All Students,Mathematics,1295267,86626,53,53,486,450,450
2012-13,639,Crawford County,193,Crawford County High School,All Students,Reading,1295267,86602,52,52,486,460,460
2012-13,639,Crawford County,193,Crawford County High School,All Students,Writing,1295267,86498,54,54,471,439,439
2012-13,640,Crisp County,196,Crisp County High School,All Students,Combined,1295267,86575,152,152,1443,1354,1354
2012-13,640,Crisp County,196,Crisp County High School,All Students,Mathematics,1295267,86626,154,154,486,459,459
2012-13,640,Crisp County,196,Crisp County High School,All Students,Reading,1295267,86602,152,152,486,457,457
2012-13,640,Crisp County,196,Crisp County High School,All Students,Writing,1295267,86498,151,151,471,438,438
2012-13,641,Dade County,195,Dade County High School,All Students,Combined,1295267,86575,37,37,1443,1458,1458
2012-13,641,Dade County,195,Dade County High School,All Students,Mathematics,1295267,86626,38,38,486,488,488
2012-13,641,Dade County,195,Dade County High School,All Students,Reading,1295267,86602,37,37,486,502,502
2012-13,641,Dade County,195,Dade County High School,All Students,Writing,1295267,86498,36,36,471,468,468
2012-13,642,Dawson County,198,Dawson County High School,All Students,Combined,1295267,86575,203,203,1443,1450,1450
2012-13,642,Dawson County,198,Dawson County High School,All Students,Mathematics,1295267,86626,202,202,486,485,485
2012-13,642,Dawson County,198,Dawson County High School,All Students,Reading,1295267,86602,204,204,486,493,493
2012-13,642,Dawson County,198,Dawson County High School,All Students,Writing,1295267,86498,204,204,471,472,472
2012-13,643,Decatur County,3050,Bainbridge High School,All Students,Combined,1295267,86575,158,158,1443,1348,1348
2012-13,643,Decatur County,3050,Bainbridge High School,All Students,Mathematics,1295267,86626,158,158,486,439,439
2012-13,643,Decatur County,3050,Bainbridge High School,All Students,Reading,1295267,86602,158,158,486,469,469
2012-13,643,Decatur County,3050,Bainbridge High School,All Students,Writing,1295267,86498,158,158,471,439,439
2012-13,644,DeKalb County,103,"Martin Luther King, Jr. High School",All Students,Combined,1295267,86575,8462,568,1443,1259,1146
2012-13,644,DeKalb County,103,"Martin Luther King, Jr. High School",All Students,Mathematics,1295267,86626,8481,572,486,422,382
2012-13,644,DeKalb County,103,"Martin Luther King, Jr. High School",All Students,Reading,1295267,86602,8458,565,486,422,386
2012-13,644,DeKalb County,103,"Martin Luther King, Jr. High School",All Students,Writing,1295267,86498,8448,566,471,415,379
2012-13,644,DeKalb County,105,Miller Grove High School,All Students,Combined,1295267,86575,8462,485,1443,1259,1149
2012-13,644,DeKalb County,105,Miller Grove High School,All Students,Mathematics,1295267,86626,8481,485,486,422,390
2012-13,644,DeKalb County,105,Miller Grove High School,All Students,Reading,1295267,86602,8458,482,486,422,384
2012-13,644,DeKalb County,105,Miller Grove High School,All Students,Writing,1295267,86498,8448,488,471,415,375
2012-13,644,DeKalb County,112,Destiny Achievers Academy of Excellence,All Students,Combined,1295267,86575,8462,42,1443,1259,941
2012-13,644,DeKalb County,112,Destiny Achievers Academy of Excellence,All Students,Mathematics,1295267,86626,8481,42,486,422,311
2012-13,644,DeKalb County,112,Destiny Achievers Academy of Excellence,All Students,Reading,1295267,86602,8458,42,486,422,312
2012-13,644,DeKalb County,112,Destiny Achievers Academy of Excellence,All Students,Writing,1295267,86498,8448,42,471,415,318
2012-13,644,DeKalb County,172,Cedar Grove High School,All Students,Combined,1295267,86575,8462,300,1443,1259,1135
2012-13,644,DeKalb County,172,Cedar Grove High School,All Students,Mathematics,1295267,86626,8481,299,486,422,391
2012-13,644,DeKalb County,172,Cedar Grove High School,All Students,Reading,1295267,86602,8458,300,486,422,376
2012-13,644,DeKalb County,172,Cedar Grove High School,All Students,Writing,1295267,86498,8448,301,471,415,368
2012-13,644,DeKalb County,176,Redan High School,All Students,Combined,1295267,86575,8462,349,1443,1259,1156
2012-13,644,DeKalb County,176,Redan High School,All Students,Mathematics,1295267,86626,8481,349,486,422,390
2012-13,644,DeKalb County,176,Redan High School,All Students,Reading,1295267,86602,8458,348,486,422,384
2012-13,644,DeKalb County,176,Redan High School,All Students,Writing,1295267,86498,8448,349,471,415,382
2012-13,644,DeKalb County,202,Lithonia High School,All Students,Combined,1295267,86575,8462,355,1443,1259,1132
2012-13,644,DeKalb County,202,Lithonia High School,All Students,Mathematics,1295267,86626,8481,353,486,422,376
2012-13,644,DeKalb County,202,Lithonia High School,All Students,Reading,1295267,86602,8458,356,486,422,380
2012-13,644,DeKalb County,202,Lithonia High School,All Students,Writing,1295267,86498,8448,355,471,415,375
2012-13,644,DeKalb County,276,Stone Mountain High School,All Students,Combined,1295267,86575,8462,332,1443,1259,1139
2012-13,644,DeKalb County,276,Stone Mountain High School,All Students,Mathematics,1295267,86626,8481,328,486,422,384
2012-13,644,DeKalb County,276,Stone Mountain High School,All Students,Reading,1295267,86602,8458,333,486,422,383
2012-13,644,DeKalb County,276,Stone Mountain High School,All Students,Writing,1295267,86498,8448,334,471,415,372
2012-13,644,DeKalb County,407,Dekalb Early College Academy,All Students,Combined,1295267,86575,8462,56,1443,1259,1484
2012-13,644,DeKalb County,407,Dekalb Early College Academy,All Students,Mathematics,1295267,86626,8481,57,486,422,513
2012-13,644,DeKalb County,407,Dekalb Early College Academy,All Students,Reading,1295267,86602,8458,55,486,422,489
2012-13,644,DeKalb County,407,Dekalb Early College Academy,All Students,Writing,1295267,86498,8448,56,471,415,482
2012-13,644,DeKalb County,410,DeKalb School of the Arts,All Students,Combined,1295267,86575,8462,112,1443,1259,1601
2012-13,644,DeKalb County,410,DeKalb School of the Arts,All Students,Mathematics,1295267,86626,8481,113,486,422,506
2012-13,644,DeKalb County,410,DeKalb School of the Arts,All Students,Reading,1295267,86602,8458,110,486,422,555
2012-13,644,DeKalb County,410,DeKalb School of the Arts,All Students,Writing,1295267,86498,8448,112,471,415,540
2012-13,644,DeKalb County,497,Stephenson High School,All Students,Combined,1295267,86575,8462,547,1443,1259,1207
2012-13,644,DeKalb County,497,Stephenson High School,All Students,Mathematics,1295267,86626,8481,551,486,422,405
2012-13,644,DeKalb County,497,Stephenson High School,All Students,Reading,1295267,86602,8458,549,486,422,404
2012-13,644,DeKalb County,497,Stephenson High School,All Students,Writing,1295267,86498,8448,540,471,415,398
2012-13,644,DeKalb County,500,DeKalb Alternative School,All Students,Combined,1295267,86575,8462,19,1443,1259,968
2012-13,644,DeKalb County,500,DeKalb Alternative School,All Students,Mathematics,1295267,86626,8481,19,486,422,334
2012-13,644,DeKalb County,500,DeKalb Alternative School,All Students,Reading,1295267,86602,8458,20,486,422,310
2012-13,644,DeKalb County,500,DeKalb Alternative School,All Students,Writing,1295267,86498,8448,19,471,415,325
2012-13,644,DeKalb County,606,Gateway to College Academy,All Students,Combined,1295267,86575,8462,5,1443,1259,
2012-13,644,DeKalb County,606,Gateway to College Academy,All Students,Mathematics,1295267,86626,8481,5,486,422,
2012-13,644,DeKalb County,606,Gateway to College Academy,All Students,Reading,1295267,86602,8458,5,486,422,
2012-13,644,DeKalb County,606,Gateway to College Academy,All Students,Writing,1295267,86498,8448,5,471,415,
2012-13,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",All Students,Combined,1295267,86575,8462,621,1443,1259,1348
2012-13,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",All Students,Mathematics,1295267,86626,8481,620,486,422,442
2012-13,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",All Students,Reading,1295267,86602,8458,618,486,422,458
2012-13,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",All Students,Writing,1295267,86498,8448,624,471,415,448
2012-13,644,DeKalb County,810,Elizabeth Andrews High School,All Students,Combined,1295267,86575,8462,71,1443,1259,980
2012-13,644,DeKalb County,810,Elizabeth Andrews High School,All Students,Mathematics,1295267,86626,8481,71,486,422,343
2012-13,644,DeKalb County,810,Elizabeth Andrews High School,All Students,Reading,1295267,86602,8458,71,486,422,319
2012-13,644,DeKalb County,810,Elizabeth Andrews High School,All Students,Writing,1295267,86498,8448,71,471,415,318
2012-13,644,DeKalb County,1070,Tucker High School,All Students,Combined,1295267,86575,8462,508,1443,1259,1274
2012-13,644,DeKalb County,1070,Tucker High School,All Students,Mathematics,1295267,86626,8481,509,486,422,434
2012-13,644,DeKalb County,1070,Tucker High School,All Students,Reading,1295267,86602,8458,510,486,422,423
2012-13,644,DeKalb County,1070,Tucker High School,All Students,Writing,1295267,86498,8448,504,471,415,417
2012-13,644,DeKalb County,2054,Columbia High School,All Students,Combined,1295267,86575,8462,379,1443,1259,1157
2012-13,644,DeKalb County,2054,Columbia High School,All Students,Mathematics,1295267,86626,8481,379,486,422,387
2012-13,644,DeKalb County,2054,Columbia High School,All Students,Reading,1295267,86602,8458,377,486,422,384
2012-13,644,DeKalb County,2054,Columbia High School,All Students,Writing,1295267,86498,8448,382,471,415,386
2012-13,644,DeKalb County,2055,Druid Hills High School,All Students,Combined,1295267,86575,8462,534,1443,1259,1348
2012-13,644,DeKalb County,2055,Druid Hills High School,All Students,Mathematics,1295267,86626,8481,531,486,422,448
2012-13,644,DeKalb County,2055,Druid Hills High School,All Students,Reading,1295267,86602,8458,537,486,422,451
2012-13,644,DeKalb County,2055,Druid Hills High School,All Students,Writing,1295267,86498,8448,533,471,415,449
2012-13,644,DeKalb County,3060,Lakeside High School,All Students,Combined,1295267,86575,8462,599,1443,1259,1490
2012-13,644,DeKalb County,3060,Lakeside High School,All Students,Mathematics,1295267,86626,8481,603,486,422,497
2012-13,644,DeKalb County,3060,Lakeside High School,All Students,Reading,1295267,86602,8458,602,486,422,500
2012-13,644,DeKalb County,3060,Lakeside High School,All Students,Writing,1295267,86498,8448,592,471,415,492
2012-13,644,DeKalb County,3070,McNair High School,All Students,Combined,1295267,86575,8462,183,1443,1259,1060
2012-13,644,DeKalb County,3070,McNair High School,All Students,Mathematics,1295267,86626,8481,184,486,422,356
2012-13,644,DeKalb County,3070,McNair High School,All Students,Reading,1295267,86602,8458,183,486,422,353
2012-13,644,DeKalb County,3070,McNair High School,All Students,Writing,1295267,86498,8448,183,471,415,352
2012-13,644,DeKalb County,4053,Clarkston High School,All Students,Combined,1295267,86575,8462,400,1443,1259,1082
2012-13,644,DeKalb County,4053,Clarkston High School,All Students,Mathematics,1295267,86626,8481,402,486,422,373
2012-13,644,DeKalb County,4053,Clarkston High School,All Students,Reading,1295267,86602,8458,397,486,422,357
2012-13,644,DeKalb County,4053,Clarkston High School,All Students,Writing,1295267,86498,8448,400,471,415,352
2012-13,644,DeKalb County,4054,Cross Keys High School,All Students,Combined,1295267,86575,8462,228,1443,1259,1163
2012-13,644,DeKalb County,4054,Cross Keys High School,All Students,Mathematics,1295267,86626,8481,230,486,422,407
2012-13,644,DeKalb County,4054,Cross Keys High School,All Students,Reading,1295267,86602,8458,228,486,422,379
2012-13,644,DeKalb County,4054,Cross Keys High School,All Students,Writing,1295267,86498,8448,225,471,415,377
2012-13,644,DeKalb County,4069,Towers High School,All Students,Combined,1295267,86575,8462,254,1443,1259,1080
2012-13,644,DeKalb County,4069,Towers High School,All Students,Mathematics,1295267,86626,8481,254,486,422,365
2012-13,644,DeKalb County,4069,Towers High School,All Students,Reading,1295267,86602,8458,255,486,422,359
2012-13,644,DeKalb County,4069,Towers High School,All Students,Writing,1295267,86498,8448,254,471,415,356
2012-13,644,DeKalb County,5052,Chamblee Charter High School,All Students,Combined,1295267,86575,8462,511,1443,1259,1519
2012-13,644,DeKalb County,5052,Chamblee Charter High School,All Students,Mathematics,1295267,86626,8481,516,486,422,511
2012-13,644,DeKalb County,5052,Chamblee Charter High School,All Students,Reading,1295267,86602,8458,509,486,422,511
2012-13,644,DeKalb County,5052,Chamblee Charter High School,All Students,Writing,1295267,86498,8448,507,471,415,497
2012-13,644,DeKalb County,5055,Dunwoody High School,All Students,Combined,1295267,86575,8462,519,1443,1259,1484
2012-13,644,DeKalb County,5055,Dunwoody High School,All Students,Mathematics,1295267,86626,8481,521,486,422,490
2012-13,644,DeKalb County,5055,Dunwoody High School,All Students,Reading,1295267,86602,8458,519,486,422,500
2012-13,644,DeKalb County,5055,Dunwoody High School,All Students,Writing,1295267,86498,8448,516,471,415,494
2012-13,644,DeKalb County,5067,Southwest DeKalb High School,All Students,Combined,1295267,86575,8462,488,1443,1259,1265
2012-13,644,DeKalb County,5067,Southwest DeKalb High School,All Students,Mathematics,1295267,86626,8481,488,486,422,419
2012-13,644,DeKalb County,5067,Southwest DeKalb High School,All Students,Reading,1295267,86602,8458,487,486,422,427
2012-13,644,DeKalb County,5067,Southwest DeKalb High School,All Students,Writing,1295267,86498,8448,490,471,415,419
2012-13,645,Dodge County,103,Dodge County High School,All Students,Combined,1295267,86575,108,108,1443,1416,1416
2012-13,645,Dodge County,103,Dodge County High School,All Students,Mathematics,1295267,86626,107,107,486,470,470
2012-13,645,Dodge County,103,Dodge County High School,All Students,Reading,1295267,86602,109,109,486,483,483
2012-13,645,Dodge County,103,Dodge County High School,All Students,Writing,1295267,86498,108,108,471,463,463
2012-13,646,Dooly County,182,Dooly County High School,All Students,Combined,1295267,86575,18,18,1443,1202,1202
2012-13,646,Dooly County,182,Dooly County High School,All Students,Mathematics,1295267,86626,18,18,486,393,393
2012-13,646,Dooly County,182,Dooly County High School,All Students,Reading,1295267,86602,18,18,486,409,409
2012-13,646,Dooly County,182,Dooly County High School,All Students,Writing,1295267,86498,18,18,471,399,399
2012-13,647,Dougherty County,1050,Albany High School,All Students,Combined,1295267,86575,415,79,1443,1302,1304
2012-13,647,Dougherty County,1050,Albany High School,All Students,Mathematics,1295267,86626,413,79,486,428,427
2012-13,647,Dougherty County,1050,Albany High School,All Students,Reading,1295267,86602,415,80,486,443,438
2012-13,647,Dougherty County,1050,Albany High School,All Students,Writing,1295267,86498,417,79,471,431,439
2012-13,647,Dougherty County,1058,Monroe High School,All Students,Combined,1295267,86575,415,95,1443,1302,1171
2012-13,647,Dougherty County,1058,Monroe High School,All Students,Mathematics,1295267,86626,413,96,486,428,382
2012-13,647,Dougherty County,1058,Monroe High School,All Students,Reading,1295267,86602,415,94,486,443,398
2012-13,647,Dougherty County,1058,Monroe High School,All Students,Writing,1295267,86498,417,96,471,431,391
2012-13,647,Dougherty County,2052,Dougherty Comprehensive High School,All Students,Combined,1295267,86575,415,52,1443,1302,1230
2012-13,647,Dougherty County,2052,Dougherty Comprehensive High School,All Students,Mathematics,1295267,86626,413,52,486,428,397
2012-13,647,Dougherty County,2052,Dougherty Comprehensive High School,All Students,Reading,1295267,86602,415,52,486,443,426
2012-13,647,Dougherty County,2052,Dougherty Comprehensive High School,All Students,Writing,1295267,86498,417,53,471,431,407
2012-13,647,Dougherty County,4062,Westover High School,All Students,Combined,1295267,86575,415,188,1443,1302,1387
2012-13,647,Dougherty County,4062,Westover High School,All Students,Mathematics,1295267,86626,413,186,486,428,460
2012-13,647,Dougherty County,4062,Westover High School,All Students,Reading,1295267,86602,415,189,486,443,472
2012-13,647,Dougherty County,4062,Westover High School,All Students,Writing,1295267,86498,417,189,471,431,456
2012-13,648,Douglas County,100,Chapel Hill High School,All Students,Combined,1295267,86575,1324,221,1443,1356,1354
2012-13,648,Douglas County,100,Chapel Hill High School,All Students,Mathematics,1295267,86626,1320,224,486,450,455
2012-13,648,Douglas County,100,Chapel Hill High School,All Students,Reading,1295267,86602,1329,219,486,464,460
2012-13,648,Douglas County,100,Chapel Hill High School,All Students,Writing,1295267,86498,1324,221,471,442,439
2012-13,648,Douglas County,175,Lithia Springs Comprehensive High School,All Students,Combined,1295267,86575,1324,213,1443,1356,1256
2012-13,648,Douglas County,175,Lithia Springs Comprehensive High School,All Students,Mathematics,1295267,86626,1320,212,486,450,417
2012-13,648,Douglas County,175,Lithia Springs Comprehensive High School,All Students,Reading,1295267,86602,1329,216,486,464,431
2012-13,648,Douglas County,175,Lithia Springs Comprehensive High School,All Students,Writing,1295267,86498,1324,212,471,442,407
2012-13,648,Douglas County,187,Alexander High School,All Students,Combined,1295267,86575,1324,234,1443,1356,1394
2012-13,648,Douglas County,187,Alexander High School,All Students,Mathematics,1295267,86626,1320,233,486,450,460
2012-13,648,Douglas County,187,Alexander High School,All Students,Reading,1295267,86602,1329,233,486,464,481
2012-13,648,Douglas County,187,Alexander High School,All Students,Writing,1295267,86498,1324,236,471,442,454
2012-13,648,Douglas County,212,New Manchester High School,All Students,Combined,1295267,86575,1324,242,1443,1356,1255
2012-13,648,Douglas County,212,New Manchester High School,All Students,Mathematics,1295267,86626,1320,241,486,450,416
2012-13,648,Douglas County,212,New Manchester High School,All Students,Reading,1295267,86602,1329,244,486,464,429
2012-13,648,Douglas County,212,New Manchester High School,All Students,Writing,1295267,86498,1324,240,471,442,410
2012-13,648,Douglas County,4050,Douglas County High School,All Students,Combined,1295267,86575,1324,414,1443,1356,1447
2012-13,648,Douglas County,4050,Douglas County High School,All Students,Mathematics,1295267,86626,1320,410,486,450,478
2012-13,648,Douglas County,4050,Douglas County High School,All Students,Reading,1295267,86602,1329,417,486,464,495
2012-13,648,Douglas County,4050,Douglas County High School,All Students,Writing,1295267,86498,1324,415,471,442,474
2012-13,649,Early County,2050,Early County High School,All Students,Combined,1295267,86575,86,86,1443,1324,1324
2012-13,649,Early County,2050,Early County High School,All Students,Mathematics,1295267,86626,86,86,486,436,436
2012-13,649,Early County,2050,Early County High School,All Students,Reading,1295267,86602,85,85,486,447,447
2012-13,649,Early County,2050,Early County High School,All Students,Writing,1295267,86498,86,86,471,441,441
2012-13,650,Echols County,1050,Echols County High School,All Students,Combined,1295267,86575,21,21,1443,1268,1268
2012-13,650,Echols County,1050,Echols County High School,All Students,Mathematics,1295267,86626,21,21,486,419,419
2012-13,650,Echols County,1050,Echols County High School,All Students,Reading,1295267,86602,21,21,486,430,430
2012-13,650,Echols County,1050,Echols County High School,All Students,Writing,1295267,86498,21,21,471,419,419
2012-13,651,Effingham County,197,South Effingham High School,All Students,Combined,1295267,86575,484,272,1443,1451,1447
2012-13,651,Effingham County,197,South Effingham High School,All Students,Mathematics,1295267,86626,488,276,486,492,488
2012-13,651,Effingham County,197,South Effingham High School,All Students,Reading,1295267,86602,484,271,486,489,492
2012-13,651,Effingham County,197,South Effingham High School,All Students,Writing,1295267,86498,480,270,471,469,468
2012-13,651,Effingham County,390,Effingham County High School,All Students,Combined,1295267,86575,484,212,1443,1451,1455
2012-13,651,Effingham County,390,Effingham County High School,All Students,Mathematics,1295267,86626,488,212,486,492,498
2012-13,651,Effingham County,390,Effingham County High School,All Students,Reading,1295267,86602,484,213,486,489,486
2012-13,651,Effingham County,390,Effingham County High School,All Students,Writing,1295267,86498,480,210,471,469,471
2012-13,652,Elbert County,176,Elbert County High School,All Students,Combined,1295267,86575,136,136,1443,1351,1351
2012-13,652,Elbert County,176,Elbert County High School,All Students,Mathematics,1295267,86626,137,137,486,453,453
2012-13,652,Elbert County,176,Elbert County High School,All Students,Reading,1295267,86602,136,136,486,457,457
2012-13,652,Elbert County,176,Elbert County High School,All Students,Writing,1295267,86498,135,135,471,441,441
2012-13,653,Emanuel County,189,Swainsboro High School,All Students,Combined,1295267,86575,141,75,1443,1329,1382
2012-13,653,Emanuel County,189,Swainsboro High School,All Students,Mathematics,1295267,86626,140,75,486,447,470
2012-13,653,Emanuel County,189,Swainsboro High School,All Students,Reading,1295267,86602,142,76,486,442,456
2012-13,653,Emanuel County,189,Swainsboro High School,All Students,Writing,1295267,86498,140,75,471,440,455
2012-13,653,Emanuel County,2050,Emanuel County Institute,All Students,Combined,1295267,86575,141,65,1443,1329,1267
2012-13,653,Emanuel County,2050,Emanuel County Institute,All Students,Mathematics,1295267,86626,140,65,486,447,420
2012-13,653,Emanuel County,2050,Emanuel County Institute,All Students,Reading,1295267,86602,142,66,486,442,425
2012-13,653,Emanuel County,2050,Emanuel County Institute,All Students,Writing,1295267,86498,140,65,471,440,422
2012-13,654,Evans County,2050,Claxton High School,All Students,Combined,1295267,86575,62,62,1443,1279,1279
2012-13,654,Evans County,2050,Claxton High School,All Students,Mathematics,1295267,86626,62,62,486,432,432
2012-13,654,Evans County,2050,Claxton High School,All Students,Reading,1295267,86602,62,62,486,426,426
2012-13,654,Evans County,2050,Claxton High School,All Students,Writing,1295267,86498,63,63,471,421,421
2012-13,655,Fannin County,176,Fannin County High School,All Students,Combined,1295267,86575,142,142,1443,1436,1436
2012-13,655,Fannin County,176,Fannin County High School,All Students,Mathematics,1295267,86626,144,144,486,471,471
2012-13,655,Fannin County,176,Fannin County High School,All Students,Reading,1295267,86602,142,142,486,488,488
2012-13,655,Fannin County,176,Fannin County High School,All Students,Writing,1295267,86498,139,139,471,477,477
2012-13,656,Fayette County,105,Whitewater High School,All Students,Combined,1295267,86575,1884,412,1443,1562,1525
2012-13,656,Fayette County,105,Whitewater High School,All Students,Mathematics,1295267,86626,1889,414,486,529,508
2012-13,656,Fayette County,105,Whitewater High School,All Students,Reading,1295267,86602,1882,411,486,526,519
2012-13,656,Fayette County,105,Whitewater High School,All Students,Writing,1295267,86498,1882,412,471,506,498
2012-13,656,Fayette County,182,McIntosh High School,All Students,Combined,1295267,86575,1884,528,1443,1562,1633
2012-13,656,Fayette County,182,McIntosh High School,All Students,Mathematics,1295267,86626,1889,531,486,529,558
2012-13,656,Fayette County,182,McIntosh High School,All Students,Reading,1295267,86602,1882,529,486,526,547
2012-13,656,Fayette County,182,McIntosh High School,All Students,Writing,1295267,86498,1882,525,471,506,528
