,Year,County ID_x,County Name,Total Revenues,Per FTE Total,Total Expenditure,Per FTE Total Expenditure,County ID,Category of SAT Scores,Nat Num Stdnt Tested,St Num Stdnt Tested,Dist Num Stdnt Tested,St Avg SAT Score,Dist Avg SAT Score,Per FTE/Student,FIPS,STNAME
2285,2016, 728,Stewart County,6671568.59,13870.2,6434449.82,13377.23,728,Combined,1305158,50828,15,1449,1271.0,891.8153333333333,13259,Georgia
2287,2011, 729,Sumter County,44504609.16,9266.0,40741697.98,8482.55,729,Combined,1267239,84678,145,1451,1329.0,58.500344827586204,13261,Georgia
2289,2012, 729,Sumter County,42769641.55,9142.72,42316022.0,9045.75,729,Combined,1284459,86835,145,1453,1308.0,62.38448275862069,13261,Georgia
2290,2013, 729,Sumter County,40850748.53,8751.23,42902196.96,9190.7,729,Combined,1295267,86575,136,1443,1260.0,67.57867647058823,13261,Georgia
2291,2014, 729,Sumter County,42214683.18,9088.2,42802163.83,9214.67,729,Combined,1306039,83291,116,1459,1300.0,79.43681034482759,13261,Georgia
2292,2015, 729,Sumter County,40798815.8,8980.59,40255912.11,8861.09,729,Combined,1332096,85316,147,1455,1256.0,60.27952380952381,13261,Georgia
2294,2016, 729,Sumter County,41985307.26,9157.1,43780986.06,9548.74,729,Combined,1305158,50828,87,1449,1326.0,109.75563218390805,13261,Georgia
2297,2011, 730,Talbot County,7138485.36,12501.73,7117563.37,12465.08,730,Combined,1267239,84678,36,1451,1085.0,346.2522222222222,13263,Georgia
2298,2012, 730,Talbot County,6872139.88,13089.79,6972640.76,13281.22,730,Combined,1284459,86835,33,1453,1188.0,402.4612121212121,13263,Georgia
2299,2013, 730,Talbot County,6202033.77,12354.65,5687979.52,11330.64,730,Combined,1295267,86575,25,1443,1158.0,453.2256,13263,Georgia
2300,2014, 730,Talbot County,6459469.66,12591.56,5667162.09,11047.1,730,Combined,1306039,83291,40,1459,1088.0,276.1775,13263,Georgia
2301,2015, 730,Talbot County,6520651.82,12810.71,6399866.02,12573.41,730,Combined,1332096,85316,43,1455,1111.0,292.40488372093023,13263,Georgia
2302,2016, 730,Talbot County,6350181.17,12777.02,5401390.14,10867.99,730,Combined,1305158,50828,17,1449,1070.0,639.2935294117647,13263,Georgia
2304,2011,* 731,Taliaferro County,2988644.31,15018.31,2660094.38,13367.31,731,Combined,1267239,84678,10,1451,1223.0,1336.731,13265,Georgia
2305,2012,* 731,Taliaferro County,2811835.28,15976.34,2768545.53,15730.37,731,Combined,1284459,86835,12,1453,1065.0,1310.8641666666667,13265,Georgia
2307,2014,* 731,Taliaferro County,3312277.77,17712.72,2879843.12,15400.23,731,Combined,1306039,83291,14,1459,1107.0,1100.0164285714286,13265,Georgia
2308,2015,* 731,Taliaferro County,3236882.49,18287.47,3169207.44,17905.13,731,Combined,1332096,85316,15,1455,1141.0,1193.6753333333334,13265,Georgia
2311,2011, 732,Tattnall County,29223476.72,8443.65,26302151.79,7599.58,732,Combined,1267239,84678,121,1451,1322.0,62.806446280991736,13267,Georgia
2312,2012, 732,Tattnall County,27119241.61,7924.97,27532619.85,8045.77,732,Combined,1284459,86835,145,1453,1394.0,55.48806896551724,13267,Georgia
2313,2013, 732,Tattnall County,28390897.89,8065.6,27888403.51,7922.84,732,Combined,1295267,86575,135,1443,1368.0,58.687703703703704,13267,Georgia
2314,2014, 732,Tattnall County,27807382.81,7926.85,29183297.69,8319.07,732,Combined,1306039,83291,149,1459,1380.0,55.832684563758384,13267,Georgia
2315,2015, 732,Tattnall County,29127977.39,8030.87,28975700.2,7988.89,732,Combined,1332096,85316,150,1455,1377.0,53.25926666666667,13267,Georgia
2316,2016, 732,Tattnall County,30245595.61,8387.58,29991237.9,8317.04,732,Combined,1305158,50828,76,1449,1330.0,109.43473684210528,13267,Georgia
2318,2011, 733,Taylor County,14780506.12,9654.15,14332762.82,9361.7,733,Combined,1267239,84678,59,1451,1326.0,158.67288135593222,13269,Georgia
2319,2012, 733,Taylor County,13066132.4,8828.47,13642411.33,9217.85,733,Combined,1284459,86835,64,1453,1326.0,144.02890625,13269,Georgia
2320,2013, 733,Taylor County,12384012.88,8401.64,13068138.61,8865.77,733,Combined,1295267,86575,63,1443,1319.0,140.72650793650794,13269,Georgia
2321,2014, 733,Taylor County,12998299.63,8989.14,12341896.89,8535.2,733,Combined,1306039,83291,67,1459,1396.0,127.39104477611941,13269,Georgia
2322,2015, 733,Taylor County,13446536.31,9708.69,12668477.88,9146.92,733,Combined,1332096,85316,64,1455,1333.0,142.920625,13269,Georgia
2323,2016, 733,Taylor County,13748326.03,9876.67,13596423.01,9767.55,733,Combined,1305158,50828,40,1449,1282.0,244.18874999999997,13269,Georgia
2325,2011, 734,Telfair County,15162355.11,9183.74,14690833.69,8898.14,734,Combined,1267239,84678,38,1451,1395.0,234.1615789473684,13271,Georgia
2326,2012, 734,Telfair County,14353736.11,8779.04,14879047.58,9100.33,734,Combined,1284459,86835,38,1453,1301.0,239.48236842105263,13271,Georgia
2327,2013, 734,Telfair County,14002752.43,8445.57,14067385.06,8484.55,734,Combined,1295267,86575,72,1443,1260.0,117.8409722222222,13271,Georgia
2328,2014, 734,Telfair County,13952274.97,8655.26,13957279.11,8658.36,734,Combined,1306039,83291,61,1459,1258.0,141.94032786885248,13271,Georgia
2329,2015, 734,Telfair County,15257844.03,9542.12,14300244.03,8943.24,734,Combined,1332096,85316,68,1455,1314.0,131.51823529411763,13271,Georgia
2330,2016, 734,Telfair County,15349155.72,9263.22,14849152.12,8961.47,734,Combined,1305158,50828,74,1449,1271.0,121.10094594594594,13271,Georgia
2332,2011, 735,Terrell County,14531799.37,9805.53,12581988.71,8489.87,735,Combined,1267239,84678,23,1451,1329.0,369.1247826086957,13273,Georgia
2333,2012, 735,Terrell County,13775293.83,9612.91,13305627.23,9285.16,735,Combined,1284459,86835,24,1453,1249.0,386.88166666666666,13273,Georgia
2334,2013, 735,Terrell County,13747296.09,9812.49,13299515.75,9492.87,735,Combined,1295267,86575,21,1443,1240.0,452.0414285714286,13273,Georgia
2335,2014, 735,Terrell County,12986742.04,9223.54,13611358.84,9667.16,735,Combined,1306039,83291,19,1459,1204.0,508.7978947368421,13273,Georgia
2336,2015, 735,Terrell County,13180443.07,9401.17,13997283.95,9983.8,735,Combined,1332096,85316,24,1455,1228.0,415.9916666666666,13273,Georgia
2337,2016, 735,Terrell County,13786003.9,10048.11,13344493.16,9726.31,735,Combined,1305158,50828,11,1449,1289.0,884.2099999999999,13273,Georgia
2339,2011, 736,Thomas County,41481968.13,8410.78,40426535.4,8196.78,736,Combined,1267239,84678,230,1451,1377.0,35.63817391304348,13275,Georgia
2341,2012, 736,Thomas County,38134391.85,7708.59,39035643.85,7890.77,736,Combined,1284459,86835,255,1453,1378.0,30.944196078431375,13275,Georgia
2343,2013, 736,Thomas County,40131845.62,7895.31,39897297.85,7849.16,736,Combined,1295267,86575,248,1443,1374.0,31.649838709677418,13275,Georgia
2345,2014, 736,Thomas County,44573797.39,8454.82,42027801.65,7971.89,736,Combined,1306039,83291,219,1459,1360.0,36.401324200913244,13275,Georgia
2347,2015, 736,Thomas County,46121182.77,8596.68,44960074.08,8380.26,736,Combined,1332096,85316,196,1455,1364.0,42.75642857142857,13275,Georgia
2349,2016, 736,Thomas County,49847197.13,9059.83,48431334.16,8802.5,736,Combined,1305158,50828,122,1449,1363.0,72.15163934426229,13275,Georgia
2353,2011, 737,Tift County,64529068.13,8500.73,61562931.03,8109.99,737,Combined,1267239,84678,299,1451,1402.0,27.123712374581938,13277,Georgia
2354,2012, 737,Tift County,57810440.65,7561.86,61920909.61,8099.53,737,Combined,1284459,86835,369,1453,1400.0,21.949945799457993,13277,Georgia
2355,2013, 737,Tift County,59799698.32,7697.22,62184378.93,8004.17,737,Combined,1295267,86575,388,1443,1348.0,20.62930412371134,13277,Georgia
2356,2014, 737,Tift County,59767590.23,7792.38,61440251.71,8010.46,737,Combined,1306039,83291,405,1459,1366.0,19.778913580246915,13277,Georgia
2357,2015, 737,Tift County,64328802.35,8289.79,63888722.8,8233.08,737,Combined,1332096,85316,391,1455,1359.0,21.056470588235292,13277,Georgia
2358,2016, 737,Tift County,67975754.54,8883.4,64817702.65,8470.69,737,Combined,1305158,50828,229,1449,1353.0,36.98991266375546,13277,Georgia
2360,2011, 738,Toombs County,23860226.25,8247.57,23269029.02,8043.22,738,Combined,1267239,84678,73,1451,1411.0,110.18109589041096,13279,Georgia
2361,2012, 738,Toombs County,22882892.13,8134.69,24526251.24,8718.89,738,Combined,1284459,86835,71,1453,1408.0,122.8012676056338,13279,Georgia
2362,2013, 738,Toombs County,22599379.05,7689.48,24253589.6,8252.33,738,Combined,1295267,86575,81,1443,1384.0,101.88061728395061,13279,Georgia
2363,2014, 738,Toombs County,24306741.93,8233.99,24095453.55,8162.42,738,Combined,1306039,83291,77,1459,1353.0,106.00545454545454,13279,Georgia
2364,2015, 738,Toombs County,26062929.93,9021.44,25405985.83,8794.04,738,Combined,1332096,85316,97,1455,1375.0,90.66020618556702,13279,Georgia
2365,2016, 738,Toombs County,27053740.02,9290.43,26669478.77,9158.47,738,Combined,1305158,50828,77,1449,1244.0,118.94116883116882,13279,Georgia
2367,2011, 739,Towns County,11788446.18,10144.96,11519463.38,9913.48,739,Combined,1267239,84678,65,1451,1398.0,152.51507692307692,13281,Georgia
2368,2012, 739,Towns County,10276277.51,9126.36,11443908.01,10163.33,739,Combined,1284459,86835,62,1453,1474.0,163.92467741935485,13281,Georgia
2369,2013, 739,Towns County,11062025.31,9780.75,11552120.25,10214.08,739,Combined,1295267,86575,65,1443,1493.0,157.13969230769231,13281,Georgia
2370,2014, 739,Towns County,11325757.74,10438.49,11598934.35,10690.26,739,Combined,1306039,83291,54,1459,1481.0,197.96777777777777,13281,Georgia
2371,2015, 739,Towns County,12625624.1,12293.69,11960518.58,11646.07,739,Combined,1332096,85316,70,1455,1453.0,166.37242857142857,13281,Georgia
2372,2016, 739,Towns County,12880703.48,12566.54,12484414.39,12179.92,739,Combined,1305158,50828,30,1449,1378.0,405.99733333333336,13281,Georgia
2374,2011, 740,Treutlen County,8688995.65,7834.98,8264800.38,7452.48,740,Combined,1267239,84678,45,1451,1341.0,165.61066666666665,13283,Georgia
2375,2012, 740,Treutlen County,8457167.89,7605.37,8571753.76,7708.41,740,Combined,1284459,86835,43,1453,1350.0,179.2653488372093,13283,Georgia
2376,2013, 740,Treutlen County,9046503.65,7887.1,8984150.88,7832.74,740,Combined,1295267,86575,30,1443,1330.0,261.09133333333335,13283,Georgia
2377,2014, 740,Treutlen County,8701329.44,7824.94,8409263.04,7562.29,740,Combined,1306039,83291,53,1459,1294.0,142.68471698113208,13283,Georgia
2378,2015, 740,Treutlen County,9051887.82,8017.62,8856475.15,7844.53,740,Combined,1332096,85316,51,1455,1279.0,153.8143137254902,13283,Georgia
2379,2016, 740,Treutlen County,9146092.8,8122.64,8828475.32,7840.56,740,Combined,1305158,50828,34,1449,1344.0,230.60470588235296,13283,Georgia
2381,2011, 741,Troup County,112166830.75,9200.79,111035116.53,9107.96,741,Combined,1267239,84678,545,1451,1440.0,16.711853211009174,13285,Georgia
2384,2012, 741,Troup County,104808519.12,8538.37,109447597.28,8916.3,741,Combined,1284459,86835,562,1453,1433.0,15.865302491103202,13285,Georgia
2387,2013, 741,Troup County,102049902.06,8338.09,103431941.16,8451.01,741,Combined,1295267,86575,510,1443,1441.0,16.570607843137257,13285,Georgia
2390,2014, 741,Troup County,107968187.7,8838.26,103429532.67,8466.73,741,Combined,1306039,83291,477,1459,1453.0,17.749958071278826,13285,Georgia
2393,2015, 741,Troup County,106782966.45,8742.67,101424743.66,8303.97,741,Combined,1332096,85316,438,1455,1472.0,18.958835616438353,13285,Georgia
2396,2016, 741,Troup County,112271248.34,9323.31,107825461.09,8954.12,741,Combined,1305158,50828,286,1449,1461.0,31.308111888111892,13285,Georgia
2402,2011, 742,Turner County,15035338.75,9950.59,14416741.15,9541.19,742,Combined,1267239,84678,56,1451,1268.0,170.37839285714287,13287,Georgia
2403,2012, 742,Turner County,13706258.24,9564.73,13818047.2,9642.74,742,Combined,1284459,86835,53,1453,1299.0,181.93849056603773,13287,Georgia
2404,2013, 742,Turner County,13177881.65,8891.96,13481120.82,9096.57,742,Combined,1295267,86575,46,1443,1249.0,197.75152173913042,13287,Georgia
2405,2014, 742,Turner County,13580163.51,9783.98,13793821.27,9937.91,742,Combined,1306039,83291,54,1459,1284.0,184.03537037037037,13287,Georgia
2406,2015, 742,Turner County,14009474.56,10677.95,14177571.33,10806.08,742,Combined,1332096,85316,49,1455,1232.0,220.53224489795917,13287,Georgia
2407,2016, 742,Turner County,13957845.56,10606.27,13433818.47,10208.07,742,Combined,1305158,50828,41,1449,1139.0,248.97731707317072,13287,Georgia
2409,2011, 743,Twiggs County,10789627.66,11429.69,11398490.19,12074.67,743,Combined,1267239,84678,41,1451,1175.0,294.5041463414634,13289,Georgia
2410,2012, 743,Twiggs County,9096363.8,10301.66,9870203.37,11178.03,743,Combined,1284459,86835,35,1453,1138.0,319.37228571428574,13289,Georgia
2411,2013, 743,Twiggs County,9074066.82,10563.52,8590511.45,10000.6,743,Combined,1295267,86575,24,1443,1197.0,416.69166666666666,13289,Georgia
2412,2014, 743,Twiggs County,9409588.02,10741.54,9661950.17,11029.62,743,Combined,1306039,83291,11,1459,1293.0,1002.6927272727273,13289,Georgia
2413,2015, 743,Twiggs County,10885256.62,12627.91,10393464.54,12057.38,743,Combined,1332096,85316,28,1455,1175.0,430.62071428571426,13289,Georgia
2414,2016, 743,Twiggs County,10093407.66,12841.49,9773725.16,12434.76,743,Combined,1305158,50828,25,1449,1154.0,497.3904,13289,Georgia
2416,2011, 744,Union County,25740116.68,10054.73,24546078.49,9588.31,744,Combined,1267239,84678,149,1451,1446.0,64.35107382550335,13291,Georgia
2418,2012, 744,Union County,26151064.3,10108.64,24371240.59,9420.66,744,Combined,1284459,86835,164,1453,1428.0,57.44304878048781,13291,Georgia
2420,2013, 744,Union County,26903464.17,10225.57,24223465.1,9206.94,744,Combined,1295267,86575,160,1443,1455.0,57.543375000000005,13291,Georgia
2422,2014, 744,Union County,28335070.81,10506.14,25419487.99,9425.1,744,Combined,1306039,83291,165,1459,1460.0,57.121818181818185,13291,Georgia
2424,2015, 744,Union County,29549477.26,10903.87,28040916.37,10347.2,744,Combined,1332096,85316,148,1455,1474.0,69.91351351351352,13291,Georgia
2426,2016, 744,Union County,31957414.47,11871.25,29629578.2,11006.53,744,Combined,1305158,50828,90,1449,1459.0,122.29477777777778,13291,Georgia
2429,2011, 746,Walker County,85205866.69,9547.95,84242823.95,9440.03,746,Combined,1267239,84678,79,1451,1486.0,119.4940506329114,13295,Georgia
2431,2012, 746,Walker County,76763998.7,8636.81,78392528.6,8820.04,746,Combined,1284459,86835,51,1453,1553.0,172.94196078431375,13295,Georgia
2433,2013, 746,Walker County,75762599.35,8738.48,75632133.12,8723.43,746,Combined,1295267,86575,47,1443,1493.0,185.60489361702128,13295,Georgia
2435,2014, 746,Walker County,75995135.0,8555.12,75343453.1,8481.76,746,Combined,1306039,83291,50,1459,1505.0,169.6352,13295,Georgia
2437,2015, 746,Walker County,79598290.05,9022.7,77913557.09,8831.73,746,Combined,1332096,85316,52,1455,1520.0,169.84096153846153,13295,Georgia
2439,2016, 746,Walker County,82042772.06,9379.53,82263745.09,9404.8,746,Combined,1305158,50828,25,1449,1524.0,376.19199999999995,13295,Georgia
2443,2011, 747,Walton County,109936340.6,8568.69,107555336.9,8383.11,747,Combined,1267239,84678,679,1451,1373.0,12.346259204712814,13297,Georgia
2446,2012, 747,Walton County,106333669.69,8228.89,105585308.93,8170.97,747,Combined,1284459,86835,718,1453,1362.0,11.380181058495822,13297,Georgia
2450,2013, 747,Walton County,102176641.57,7883.39,105285944.44,8123.29,747,Combined,1295267,86575,692,1443,1386.0,11.73885838150289,13297,Georgia
2453,2014, 747,Walton County,107269261.51,8051.43,104225307.11,7822.96,747,Combined,1306039,83291,718,1459,1421.0,10.89548746518106,13297,Georgia
2456,2015, 747,Walton County,110535309.22,8204.21,109021580.28,8091.86,747,Combined,1332096,85316,713,1455,1399.0,11.349032258064515,13297,Georgia
2459,2016, 747,Walton County,119008471.08,8818.71,114278963.2,8468.24,747,Combined,1305158,50828,394,1449,1395.0,21.492994923857868,13297,Georgia
2465,2011, 748,Ware County,52515000.52,9286.47,50858546.19,8993.55,748,Combined,1267239,84678,217,1451,1363.0,41.444930875576034,13299,Georgia
2467,2012, 748,Ware County,49317099.05,8520.58,50976402.22,8807.26,748,Combined,1284459,86835,211,1453,1402.0,41.740568720379144,13299,Georgia
2469,2013, 748,Ware County,50450250.09,8807.66,49909849.88,8713.31,748,Combined,1295267,86575,195,1443,1427.0,44.68364102564102,13299,Georgia
2470,2014, 748,Ware County,53036249.85,9302.97,51147966.76,8971.75,748,Combined,1306039,83291,186,1459,1439.0,48.23521505376344,13299,Georgia
2471,2015, 748,Ware County,53008016.62,9125.15,52208993.76,8987.6,748,Combined,1332096,85316,156,1455,1460.0,57.61282051282051,13299,Georgia
2472,2016, 748,Ware County,55159007.54,9424.06,55232401.28,9436.6,748,Combined,1305158,50828,100,1449,1416.0,94.366,13299,Georgia
2474,2011, 749,Warren County,7536973.95,10600.53,6907709.73,9715.48,749,Combined,1267239,84678,31,1451,1202.0,313.40258064516127,13301,Georgia
2475,2012, 749,Warren County,7197324.36,11124.15,6837034.05,10567.29,749,Combined,1284459,86835,55,1453,1049.0,192.13254545454546,13301,Georgia
2476,2013, 749,Warren County,6723765.14,10050.47,6655530.29,9948.48,749,Combined,1295267,86575,18,1443,1187.0,552.6933333333333,13301,Georgia
2477,2014, 749,Warren County,6448436.84,10235.61,6644270.08,10546.46,749,Combined,1306039,83291,29,1459,1198.0,363.6710344827586,13301,Georgia
2478,2015, 749,Warren County,7237394.74,11290.79,6985584.6,10897.95,749,Combined,1332096,85316,11,1455,1290.0,990.7227272727273,13301,Georgia
2481,2011, 750,Washington County,29094455.46,9304.27,28054656.18,8971.75,750,Combined,1267239,84678,125,1451,1319.0,71.774,13303,Georgia
2482,2012, 750,Washington County,26078366.88,8436.87,26177950.3,8469.09,750,Combined,1284459,86835,197,1453,1276.0,42.99030456852792,13303,Georgia
2483,2013, 750,Washington County,25906521.12,8505.1,25836943.77,8482.25,750,Combined,1295267,86575,161,1443,1261.0,52.68478260869565,13303,Georgia
2484,2014, 750,Washington County,26248205.18,8671.36,27152570.82,8970.13,750,Combined,1306039,83291,166,1459,1272.0,54.03692771084337,13303,Georgia
2485,2015, 750,Washington County,28715147.7,9329.16,28594490.04,9289.96,750,Combined,1332096,85316,113,1455,1291.0,82.21203539823009,13303,Georgia
2486,2016, 750,Washington County,28590374.45,9423.33,28405553.44,9362.41,750,Combined,1305158,50828,83,1449,1286.0,112.8001204819277,13303,Georgia
2488,2011, 751,Wayne County,41053701.85,7983.99,39862820.09,7752.4,751,Combined,1267239,84678,223,1451,1360.0,34.76412556053811,13305,Georgia
2489,2012, 751,Wayne County,38797204.64,7650.8,39399483.3,7769.57,751,Combined,1284459,86835,220,1453,1350.0,35.31622727272727,13305,Georgia
2490,2013, 751,Wayne County,42878180.49,8248.98,39529256.9,7604.71,751,Combined,1295267,86575,227,1443,1350.0,33.50092511013216,13305,Georgia
2491,2014, 751,Wayne County,43960477.17,8486.58,42035289.28,8114.92,751,Combined,1306039,83291,278,1459,1352.0,29.190359712230215,13305,Georgia
2492,2015, 751,Wayne County,45349652.45,8727.8,43673952.48,8405.3,751,Combined,1332096,85316,236,1455,1390.0,35.61567796610169,13305,Georgia
2493,2016, 751,Wayne County,46078602.2,8654.88,44624649.79,8381.79,751,Combined,1305158,50828,122,1449,1379.0,68.70319672131149,13305,Georgia
2495,2011,* 752,Webster County,4408838.48,10205.64,4213138.74,9752.64,752,Combined,1267239,84678,20,1451,1276.0,487.63199999999995,13307,Georgia
2496,2012,* 752,Webster County,4045315.1,9049.92,4263397.85,9537.8,752,Combined,1284459,86835,30,1453,1219.0,317.9266666666666,13307,Georgia
2497,2013,* 752,Webster County,3955754.27,9264.06,4111762.84,9629.42,752,Combined,1295267,86575,15,1443,1160.0,641.9613333333333,13307,Georgia
2498,2014,* 752,Webster County,4391572.15,11089.83,3989534.05,10074.58,752,Combined,1306039,83291,22,1459,1204.0,457.93545454545455,13307,Georgia
2499,2015,* 752,Webster County,4271546.21,10521.05,4054488.05,9986.42,752,Combined,1332096,85316,37,1455,1252.0,269.90324324324325,13307,Georgia
2501,2011, 753,Wheeler County,8835479.16,9399.45,8047944.31,8561.64,753,Combined,1267239,84678,28,1451,1408.0,305.7728571428571,13309,Georgia
2502,2012, 753,Wheeler County,8018632.24,8557.77,8467627.05,9036.96,753,Combined,1284459,86835,35,1453,1337.0,258.1988571428571,13309,Georgia
2503,2013, 753,Wheeler County,8552426.91,9050.19,8502183.89,8997.02,753,Combined,1295267,86575,56,1443,1325.0,160.66107142857143,13309,Georgia
2504,2014, 753,Wheeler County,8981598.79,9146.23,9233708.59,9402.96,753,Combined,1306039,83291,38,1459,1358.0,247.44631578947366,13309,Georgia
2505,2015, 753,Wheeler County,9813009.18,10137.41,9177380.72,9480.77,753,Combined,1332096,85316,39,1455,1366.0,243.09666666666666,13309,Georgia
2506,2016, 753,Wheeler County,9417402.6,9997.24,9964449.88,10577.97,753,Combined,1305158,50828,21,1449,1399.0,503.7128571428571,13309,Georgia
2508,2011, 754,White County,37273134.48,9775.28,35915395.88,9419.2,754,Combined,1267239,84678,162,1451,1476.0,58.14320987654322,13311,Georgia
2509,2012, 754,White County,34996932.46,9099.57,34907754.91,9076.38,754,Combined,1284459,86835,189,1453,1468.0,48.023174603174596,13311,Georgia
2510,2013, 754,White County,36315286.75,9314.0,35620081.27,9135.7,754,Combined,1295267,86575,229,1443,1414.0,39.8938864628821,13311,Georgia
2511,2014, 754,White County,35280383.95,9106.97,36722908.84,9479.33,754,Combined,1306039,83291,230,1459,1456.0,41.21447826086956,13311,Georgia
2512,2015, 754,White County,36253491.26,9416.49,36061935.87,9366.74,754,Combined,1332096,85316,178,1455,1445.0,52.62213483146067,13311,Georgia
2513,2016, 754,White County,37694359.97,9803.47,36917808.75,9601.51,754,Combined,1305158,50828,95,1449,1413.0,101.06852631578947,13311,Georgia
2515,2011, 755,Whitfield County,104559485.01,7730.26,98519874.66,7283.74,755,Combined,1267239,84678,396,1451,1413.0,18.39328282828283,13313,Georgia
2520,2012, 755,Whitfield County,99692226.49,7464.79,102789244.62,7696.69,755,Combined,1284459,86835,402,1453,1414.0,19.14599502487562,13313,Georgia
2525,2013, 755,Whitfield County,109618624.79,8154.33,105867988.41,7875.32,755,Combined,1295267,86575,309,1443,1447.0,25.486472491909385,13313,Georgia
2530,2014, 755,Whitfield County,109730822.12,8160.25,107789128.01,8015.85,755,Combined,1306039,83291,357,1459,1412.0,22.453361344537814,13313,Georgia
2535,2015, 755,Whitfield County,114031785.62,8423.09,109881884.61,8116.55,755,Combined,1332096,85316,427,1455,1384.0,19.00831381733021,13313,Georgia
2539,2016, 755,Whitfield County,116214820.36,8674.04,114521710.24,8547.67,755,Combined,1305158,50828,209,1449,1369.0,40.89794258373206,13313,Georgia
2546,2011, 756,Wilcox County,11148747.34,8785.46,10077357.71,7941.18,756,Combined,1267239,84678,24,1451,1389.0,330.8825,13315,Georgia
2547,2012, 756,Wilcox County,11330778.05,9159.89,11496677.14,9294.0,756,Combined,1284459,86835,25,1453,1361.0,371.76,13315,Georgia
2548,2013, 756,Wilcox County,12214052.83,10119.35,11759429.84,9742.69,756,Combined,1295267,86575,29,1443,1366.0,335.95482758620693,13315,Georgia
2549,2014, 756,Wilcox County,11731008.44,10192.01,11414332.67,9916.88,756,Combined,1306039,83291,27,1459,1288.0,367.29185185185185,13315,Georgia
2550,2015, 756,Wilcox County,11159313.16,9401.27,11064616.72,9321.5,756,Combined,1332096,85316,33,1455,1349.0,282.469696969697,13315,Georgia
2551,2016, 756,Wilcox County,11078440.58,9600.04,10698661.46,9270.94,756,Combined,1305158,50828,21,1449,1411.0,441.47333333333336,13315,Georgia
2553,2011, 757,Wilkes County,17274774.69,10968.11,14473572.81,9189.57,757,Combined,1267239,84678,90,1451,1376.0,102.10633333333332,13317,Georgia
2554,2012, 757,Wilkes County,15686800.4,10010.72,14799614.9,9444.55,757,Combined,1284459,86835,76,1453,1435.0,124.27039473684209,13317,Georgia
2555,2013, 757,Wilkes County,15080476.45,9648.42,15430761.83,9872.53,757,Combined,1295267,86575,98,1443,1383.0,100.74010204081634,13317,Georgia
2556,2014, 757,Wilkes County,15517171.52,9833.44,16660914.22,10558.25,757,Combined,1306039,83291,90,1459,1374.0,117.31388888888888,13317,Georgia
2557,2015, 757,Wilkes County,16438004.88,10687.91,16777309.48,10908.52,757,Combined,1332096,85316,84,1455,1392.0,129.86333333333334,13317,Georgia
2558,2016, 757,Wilkes County,16494612.88,10887.53,16185319.22,10683.38,757,Combined,1305158,50828,66,1449,1368.0,161.86939393939392,13317,Georgia
2560,2011, 758,Wilkinson County,17180223.45,11616.11,16512890.35,11164.9,758,Combined,1267239,84678,32,1451,1274.0,348.903125,13319,Georgia
2561,2012, 758,Wilkinson County,16547551.53,10951.39,16031804.4,10610.06,758,Combined,1284459,86835,53,1453,1234.0,200.1898113207547,13319,Georgia
2562,2013, 758,Wilkinson County,15747962.66,10491.65,15675167.61,10443.15,758,Combined,1295267,86575,65,1443,1265.0,160.66384615384615,13319,Georgia
2563,2014, 758,Wilkinson County,15747844.49,10683.75,16056484.45,10893.14,758,Combined,1306039,83291,47,1459,1276.0,231.76893617021275,13319,Georgia
2564,2015, 758,Wilkinson County,16124732.58,11051.91,16067100.46,11012.41,758,Combined,1332096,85316,38,1455,1304.0,289.80026315789473,13319,Georgia
2565,2016, 758,Wilkinson County,16591659.87,11364.15,16220368.03,11109.84,758,Combined,1305158,50828,34,1449,1242.0,326.76,13319,Georgia
2567,2011, 759,Worth County,28209056.53,8309.0,25830818.12,7608.49,759,Combined,1267239,84678,107,1451,1334.0,71.10738317757009,13321,Georgia
2568,2012, 759,Worth County,26244936.9,8003.95,26636018.85,8123.21,759,Combined,1284459,86835,125,1453,1352.0,64.98568,13321,Georgia
2569,2013, 759,Worth County,26971605.73,8248.2,27032027.01,8266.67,759,Combined,1295267,86575,134,1443,1309.0,61.691567164179105,13321,Georgia
2570,2014, 759,Worth County,26496340.2,8172.84,26986466.78,8324.02,759,Combined,1306039,83291,88,1459,1271.0,94.59113636363637,13321,Georgia
2571,2015, 759,Worth County,27111656.86,8396.3,27086819.07,8388.61,759,Combined,1332096,85316,81,1455,1329.0,103.56308641975309,13321,Georgia
2572,2016, 759,Worth County,28452714.49,8841.74,27597733.36,8576.05,759,Combined,1305158,50828,53,1449,1318.0,161.81226415094338,13321,Georgia
