,Year,County ID_x,County Name,Total Revenues,Per FTE Total,Total Expenditure,Per FTE Total Expenditure,County ID,Category of SAT Scores,Nat Num Stdnt Tested,St Num Stdnt Tested,Dist Num Stdnt Tested,St Avg SAT Score,Dist Avg SAT Score,Per FTE/Student,FIPS,STNAME
601,2013, 634,Coffee County,61118402.6,8138.27,61920051.38,8245.01,634,Combined,1295267,86575,275,1443,1340.0,29.981854545454546,13069,Georgia
602,2014, 634,Coffee County,64831425.6,8639.58,63852083.6,8509.07,634,Combined,1306039,83291,288,1459,1339.0,29.545381944444443,13069,Georgia
603,2015, 634,Coffee County,64535679.41,8623.15,65109395.32,8699.81,634,Combined,1332096,85316,216,1455,1369.0,40.27689814814815,13069,Georgia
604,2016, 634,Coffee County,67370555.42,8995.93,65469247.16,8742.05,634,Combined,1305158,50828,171,1449,1354.0,51.12309941520468,13069,Georgia
608,2011, 635,Colquitt County,74118510.27,8468.75,73523102.5,8400.72,635,Combined,1267239,84678,345,1451,1391.0,24.34991304347826,13071,Georgia
609,2012, 635,Colquitt County,72891516.51,8134.31,74799617.63,8347.24,635,Combined,1284459,86835,363,1453,1356.0,22.995151515151516,13071,Georgia
611,2013, 635,Colquitt County,71087049.85,7801.48,74624643.84,8189.71,635,Combined,1295267,86575,288,1443,1339.0,28.436493055555555,13071,Georgia
612,2014, 635,Colquitt County,73486133.69,7956.49,75565552.03,8181.63,635,Combined,1306039,83291,312,1459,1358.0,26.22317307692308,13071,Georgia
613,2015, 635,Colquitt County,78114635.1,8400.33,78460914.51,8437.56,635,Combined,1332096,85316,268,1455,1356.0,31.483432835820892,13071,Georgia
614,2016, 635,Colquitt County,84829938.6,9203.64,82690354.73,8971.5,635,Combined,1305158,50828,129,1449,1408.0,69.54651162790698,13071,Georgia
617,2011, 636,Columbia County,185045572.09,7898.14,174461777.14,7446.4,636,Combined,1267239,84678,1649,1451,1518.0,4.515706488781079,13073,Georgia
622,2012, 636,Columbia County,176063645.31,7428.85,177900897.01,7506.37,636,Combined,1284459,86835,1690,1453,1510.0,4.441639053254438,13073,Georgia
627,2013, 636,Columbia County,179484324.4,7355.61,176266487.45,7223.74,636,Combined,1295267,86575,1642,1443,1522.0,4.399354445797807,13073,Georgia
632,2014, 636,Columbia County,182291490.25,7351.35,180820632.08,7292.04,636,Combined,1306039,83291,1778,1459,1512.0,4.101259842519685,13073,Georgia
637,2015, 636,Columbia County,196935322.56,7743.3,191193258.6,7517.53,636,Combined,1332096,85316,1704,1455,1537.0,4.411696009389671,13073,Georgia
642,2016, 636,Columbia County,207859475.5,7984.46,203024477.35,7798.74,636,Combined,1305158,50828,1104,1449,1531.0,7.064076086956521,13073,Georgia
652,2011, 637,Cook County,26416431.77,8320.14,25075248.58,7897.72,637,Combined,1267239,84678,94,1451,1318.0,84.01829787234043,13075,Georgia
653,2012, 637,Cook County,22807693.5,7222.2,23409415.46,7412.73,637,Combined,1284459,86835,105,1453,1369.0,70.59742857142857,13075,Georgia
654,2013, 637,Cook County,23617258.12,7476.18,23642185.0,7484.07,637,Combined,1295267,86575,140,1443,1388.0,53.45764285714286,13075,Georgia
655,2014, 637,Cook County,23967751.12,7577.54,23583126.4,7455.94,637,Combined,1306039,83291,123,1459,1412.0,60.61739837398374,13075,Georgia
656,2015, 637,Cook County,24968154.33,7876.39,25330652.6,7990.74,637,Combined,1332096,85316,147,1455,1331.0,54.35877551020408,13075,Georgia
657,2016, 637,Cook County,26074560.86,8338.52,25611320.49,8190.38,637,Combined,1305158,50828,77,1449,1317.0,106.36857142857143,13075,Georgia
659,2011, 638,Coweta County,183330999.47,8331.71,171718596.11,7803.97,638,Combined,1267239,84678,1038,1451,1491.0,7.518275529865125,13077,Georgia
662,2012, 638,Coweta County,172168492.53,7812.35,170821921.75,7751.24,638,Combined,1284459,86835,1058,1453,1490.0,7.326313799621928,13077,Georgia
665,2013, 638,Coweta County,170377766.65,7644.72,172272913.07,7729.75,638,Combined,1295267,86575,1006,1443,1503.0,7.683648111332008,13077,Georgia
668,2014, 638,Coweta County,171243608.31,7746.13,174654424.44,7900.41,638,Combined,1306039,83291,933,1459,1514.0,8.46774919614148,13077,Georgia
671,2015, 638,Coweta County,179830040.31,8220.8,178258126.56,8148.94,638,Combined,1332096,85316,931,1455,1507.0,8.752889366272825,13077,Georgia
674,2016, 638,Coweta County,191184668.62,8682.71,188634734.17,8566.91,638,Combined,1305158,50828,455,1449,1493.0,18.828373626373626,13077,Georgia
680,2011, 639,Crawford County,15323069.61,8531.78,14676858.61,8171.97,639,Combined,1267239,84678,60,1451,1360.0,136.1995,13079,Georgia
681,2012, 639,Crawford County,14176970.98,7798.11,14605720.73,8033.95,639,Combined,1284459,86835,60,1453,1274.0,133.89916666666667,13079,Georgia
682,2013, 639,Crawford County,14238776.6,8094.81,14435229.35,8206.5,639,Combined,1295267,86575,53,1443,1349.0,154.83962264150944,13079,Georgia
683,2014, 639,Crawford County,14505249.06,8326.78,14289889.39,8203.15,639,Combined,1306039,83291,49,1459,1370.0,167.4112244897959,13079,Georgia
684,2015, 639,Crawford County,15042547.09,8959.23,14208833.87,8462.68,639,Combined,1332096,85316,63,1455,1381.0,134.32825396825396,13079,Georgia
685,2016, 639,Crawford County,15481207.34,9371.19,14520042.04,8789.37,639,Combined,1305158,50828,47,1449,1311.0,187.00787234042554,13079,Georgia
687,2011, 640,Crisp County,36242432.35,9042.52,35637448.05,8891.58,640,Combined,1267239,84678,126,1451,1382.0,70.56809523809524,13081,Georgia
688,2012, 640,Crisp County,32677229.14,8195.94,33722914.51,8458.22,640,Combined,1284459,86835,133,1453,1396.0,63.59563909774435,13081,Georgia
689,2013, 640,Crisp County,34066911.77,8535.93,33139797.66,8303.63,640,Combined,1295267,86575,152,1443,1354.0,54.6291447368421,13081,Georgia
690,2014, 640,Crisp County,35777364.13,8973.5,35759583.18,8969.05,640,Combined,1306039,83291,161,1459,1332.0,55.7083850931677,13081,Georgia
691,2015, 640,Crisp County,37008017.23,9263.58,36149536.58,9048.7,640,Combined,1332096,85316,151,1455,1329.0,59.92516556291391,13081,Georgia
692,2016, 640,Crisp County,37420032.58,9514.37,36851883.49,9369.92,640,Combined,1305158,50828,113,1449,1230.0,82.91964601769912,13081,Georgia
694,2011, 641,Dade County,20008309.12,8602.02,18933825.3,8140.08,641,Combined,1267239,84678,81,1451,1460.0,100.49481481481482,13083,Georgia
695,2012, 641,Dade County,17671151.82,8014.13,18489028.46,8385.05,641,Combined,1284459,86835,49,1453,1435.0,171.12346938775508,13083,Georgia
696,2013, 641,Dade County,18359834.1,8631.8,18156950.68,8536.41,641,Combined,1295267,86575,37,1443,1458.0,230.71378378378378,13083,Georgia
697,2014, 641,Dade County,18516982.83,8868.29,17893863.53,8569.86,641,Combined,1306039,83291,41,1459,1492.0,209.0209756097561,13083,Georgia
698,2015, 641,Dade County,18191071.52,8822.05,18191328.83,8822.18,641,Combined,1332096,85316,31,1455,1437.0,284.58645161290326,13083,Georgia
701,2011, 642,Dawson County,35177525.54,10163.98,33169809.12,9583.88,642,Combined,1267239,84678,197,1451,1442.0,48.649137055837556,13085,Georgia
702,2012, 642,Dawson County,33922708.68,9872.73,32890287.15,9572.26,642,Combined,1284459,86835,208,1453,1457.0,46.02048076923077,13085,Georgia
703,2013, 642,Dawson County,32151698.62,9260.28,32033461.37,9226.23,642,Combined,1295267,86575,203,1443,1450.0,45.44940886699507,13085,Georgia
704,2014, 642,Dawson County,32458854.34,9197.75,31767128.89,9001.74,642,Combined,1306039,83291,213,1459,1467.0,42.26169014084507,13085,Georgia
705,2015, 642,Dawson County,35945201.24,10434.02,34170766.94,9918.95,642,Combined,1332096,85316,215,1455,1468.0,46.1346511627907,13085,Georgia
706,2016, 642,Dawson County,36683370.23,10760.74,35757894.04,10489.26,642,Combined,1305158,50828,103,1449,1460.0,101.83747572815534,13085,Georgia
708,2011, 643,Decatur County,45444110.36,8532.5,44666142.06,8386.43,643,Combined,1267239,84678,202,1451,1355.0,41.5169801980198,13087,Georgia
709,2012, 643,Decatur County,41093379.6,7855.74,42371131.02,8100.01,643,Combined,1284459,86835,165,1453,1361.0,49.0909696969697,13087,Georgia
710,2013, 643,Decatur County,42965913.25,8163.77,41769787.48,7936.5,643,Combined,1295267,86575,158,1443,1348.0,50.23101265822785,13087,Georgia
711,2014, 643,Decatur County,44200753.06,8619.49,42464764.42,8280.96,643,Combined,1306039,83291,155,1459,1334.0,53.42554838709677,13087,Georgia
712,2015, 643,Decatur County,44965383.38,8914.63,43921711.9,8707.71,643,Combined,1332096,85316,132,1455,1308.0,65.96749999999999,13087,Georgia
713,2016, 643,Decatur County,45637712.73,9035.38,44643698.79,8838.59,643,Combined,1305158,50828,42,1449,1266.0,210.44261904761905,13087,Georgia
715,2011, 644,DeKalb County,948886097.08,9750.87,908397610.7,9334.8,644,Combined,1267239,84678,5697,1451,1357.0,1.6385466034755134,13089,Georgia
741,2012, 644,DeKalb County,858887246.26,8827.48,916216645.73,9416.7,644,Combined,1284459,86835,5686,1453,1360.0,1.6561202954625398,13089,Georgia
764,2013, 644,DeKalb County,869385415.91,8821.32,803655548.65,8154.39,644,Combined,1295267,86575,8462,1443,1259.0,0.9636480737414324,13089,Georgia
789,2014, 644,DeKalb County,900819910.37,9120.1,842266250.13,8527.29,644,Combined,1306039,83291,4822,1459,1366.0,1.7684135213604315,13089,Georgia
813,2015, 644,DeKalb County,972196445.72,9573.48,895016858.19,8813.47,644,Combined,1332096,85316,5372,1455,1355.0,1.6406310498883097,13089,Georgia
837,2016, 644,DeKalb County,1016361112.48,10061.59,964906988.09,9552.21,644,Combined,1305158,50828,3268,1449,1384.0,2.9229528763769888,13089,Georgia
887,2011, 645,Dodge County,27668011.8,8595.22,25748687.74,7998.97,645,Combined,1267239,84678,109,1451,1416.0,73.38504587155964,13091,Georgia
888,2012, 645,Dodge County,24601282.47,7910.38,26013949.37,8364.61,645,Combined,1284459,86835,103,1453,1393.0,81.20980582524273,13091,Georgia
889,2013, 645,Dodge County,25638474.16,8070.03,24957225.36,7855.6,645,Combined,1295267,86575,108,1443,1416.0,72.73703703703704,13091,Georgia
890,2014, 645,Dodge County,24793390.47,7853.47,25304238.19,8015.28,645,Combined,1306039,83291,98,1459,1385.0,81.78857142857143,13091,Georgia
891,2015, 645,Dodge County,26810182.87,8571.03,26655192.17,8521.48,645,Combined,1332096,85316,147,1455,1355.0,57.96925170068027,13091,Georgia
892,2016, 645,Dodge County,27845822.05,8968.06,27421751.46,8831.48,645,Combined,1305158,50828,87,1449,1385.0,101.51126436781608,13091,Georgia
894,2011, 646,Dooly County,14903522.39,11113.74,14088967.32,10506.31,646,Combined,1267239,84678,38,1451,1185.0,276.4818421052631,13093,Georgia
895,2012, 646,Dooly County,13251741.33,9679.87,14071019.31,10278.32,646,Combined,1284459,86835,23,1453,1150.0,446.88347826086954,13093,Georgia
896,2013, 646,Dooly County,13384844.12,9699.16,12994688.02,9416.44,646,Combined,1295267,86575,18,1443,1202.0,523.1355555555556,13093,Georgia
897,2014, 646,Dooly County,12340770.14,9100.86,12103090.58,8925.58,646,Combined,1306039,83291,20,1459,1203.0,446.279,13093,Georgia
898,2015, 646,Dooly County,11462044.16,8650.6,13221433.92,9978.44,646,Combined,1332096,85316,12,1455,1279.0,831.5366666666667,13093,Georgia
901,2011, 647,Dougherty County,140067078.45,8962.57,132764967.35,8495.33,647,Combined,1267239,84678,479,1451,1332.0,17.735553235908142,13095,Georgia
905,2012, 647,Dougherty County,133927816.35,8552.22,134912665.16,8615.11,647,Combined,1284459,86835,553,1453,1302.0,15.578860759493672,13095,Georgia
909,2013, 647,Dougherty County,132223314.12,8532.19,133555963.71,8618.18,647,Combined,1295267,86575,415,1443,1302.0,20.766698795180723,13095,Georgia
913,2014, 647,Dougherty County,139411858.26,9075.11,141489528.59,9210.36,647,Combined,1306039,83291,470,1459,1302.0,19.596510638297875,13095,Georgia
917,2015, 647,Dougherty County,141379528.39,9414.01,140588753.85,9361.35,647,Combined,1332096,85316,437,1455,1280.0,21.421853546910757,13095,Georgia
921,2016, 647,Dougherty County,142187583.04,9514.69,139969476.31,9366.27,647,Combined,1305158,50828,267,1449,1227.0,35.079662921348316,13095,Georgia
929,2011, 648,Douglas County,199932278.45,8107.23,208461906.51,8453.1,648,Combined,1267239,84678,1329,1451,1371.0,6.360496613995486,13097,Georgia
934,2012, 648,Douglas County,197466794.93,7935.17,204404279.06,8213.96,648,Combined,1284459,86835,1369,1453,1374.0,5.999970781592403,13097,Georgia
939,2013, 648,Douglas County,201201890.43,7932.58,206373325.99,8136.47,648,Combined,1295267,86575,1324,1443,1356.0,6.145370090634441,13097,Georgia
944,2014, 648,Douglas County,206122655.8,7995.76,210152698.48,8152.09,648,Combined,1306039,83291,1259,1459,1374.0,6.47505162827641,13097,Georgia
949,2015, 648,Douglas County,219463299.56,8394.08,212626751.81,8132.6,648,Combined,1332096,85316,1382,1455,1387.0,5.88465991316932,13097,Georgia
954,2016, 648,Douglas County,238781225.84,9090.54,226456188.96,8621.32,648,Combined,1305158,50828,851,1449,1357.0,10.13081081081081,13097,Georgia
964,2011, 649,Early County,22643137.38,10512.13,21631951.15,10042.69,649,Combined,1267239,84678,89,1451,1349.0,112.83921348314607,13099,Georgia
965,2012, 649,Early County,19759536.88,9564.15,19786723.61,9577.31,649,Combined,1284459,86835,93,1453,1358.0,102.98182795698924,13099,Georgia
966,2013, 649,Early County,19402495.17,9301.29,19116418.43,9164.15,649,Combined,1295267,86575,86,1443,1324.0,106.55988372093023,13099,Georgia
967,2014, 649,Early County,19355164.24,9318.81,19615429.68,9444.12,649,Combined,1306039,83291,112,1459,1307.0,84.3225,13099,Georgia
968,2015, 649,Early County,19531574.88,9314.06,19946401.93,9511.88,649,Combined,1332096,85316,110,1455,1285.0,86.47163636363635,13099,Georgia
969,2016, 649,Early County,21266526.54,10102.86,20192253.84,9592.52,649,Combined,1305158,50828,68,1449,1263.0,141.0664705882353,13099,Georgia
971,2011, 650,Echols County,7022610.23,9096.65,6744419.23,8736.29,650,Combined,1267239,84678,14,1451,1453.0,624.0207142857143,13101,Georgia
972,2012, 650,Echols County,6973072.86,9223.64,7010919.54,9273.7,650,Combined,1284459,86835,33,1453,1291.0,281.02121212121216,13101,Georgia
973,2013, 650,Echols County,7236926.47,9623.57,6844275.82,9101.43,650,Combined,1295267,86575,21,1443,1268.0,433.4014285714286,13101,Georgia
974,2014, 650,Echols County,7066518.44,8855.29,7184173.04,9002.72,650,Combined,1306039,83291,18,1459,1401.0,500.15111111111105,13101,Georgia
975,2015, 650,Echols County,7533212.27,9487.67,7683951.55,9677.52,650,Combined,1332096,85316,24,1455,1345.0,403.23,13101,Georgia
976,2016, 650,Echols County,7893561.45,9793.5,8167406.35,10133.26,650,Combined,1305158,50828,18,1449,1340.0,562.9588888888889,13101,Georgia
978,2011, 651,Effingham County,92169254.29,8300.55,87253647.2,7857.86,651,Combined,1267239,84678,640,1451,1431.0,12.27790625,13103,Georgia
980,2012, 651,Effingham County,87537924.95,7950.04,87699260.84,7964.7,651,Combined,1284459,86835,613,1453,1441.0,12.992985318107667,13103,Georgia
982,2013, 651,Effingham County,86944212.49,7881.09,85806370.78,7777.95,651,Combined,1295267,86575,484,1443,1451.0,16.07014462809917,13103,Georgia
984,2014, 651,Effingham County,89001680.87,8066.86,87236220.66,7906.84,651,Combined,1306039,83291,506,1459,1448.0,15.62616600790514,13103,Georgia
986,2015, 651,Effingham County,92459309.93,8286.37,91836582.71,8230.56,651,Combined,1332096,85316,555,1455,1430.0,14.829837837837838,13103,Georgia
988,2016, 651,Effingham County,96096075.82,8456.93,96558333.39,8497.61,651,Combined,1305158,50828,281,1449,1431.0,30.240604982206406,13103,Georgia
992,2011, 652,Elbert County,31773960.67,9800.73,32009774.99,9873.47,652,Combined,1267239,84678,165,1451,1323.0,59.839212121212114,13105,Georgia
993,2012, 652,Elbert County,28043147.91,9005.51,26576077.76,8534.39,652,Combined,1284459,86835,151,1453,1365.0,56.51913907284768,13105,Georgia
994,2013, 652,Elbert County,28850602.09,9694.42,28139136.5,9455.36,652,Combined,1295267,86575,136,1443,1351.0,69.52470588235295,13105,Georgia
995,2014, 652,Elbert County,27498776.6,9362.88,27045243.74,9208.46,652,Combined,1306039,83291,161,1459,1305.0,57.19540372670807,13105,Georgia
996,2015, 652,Elbert County,27551921.12,9553.37,27186351.93,9426.61,652,Combined,1332096,85316,136,1455,1324.0,69.31330882352941,13105,Georgia
997,2016, 652,Elbert County,29134836.82,9953.82,27365810.03,9349.44,652,Combined,1305158,50828,84,1449,1332.0,111.30285714285715,13105,Georgia
999,2011, 653,Emanuel County,37764789.34,9043.29,34648918.31,8297.15,653,Combined,1267239,84678,167,1451,1297.0,49.68353293413173,13107,Georgia
1001,2012, 653,Emanuel County,32857610.12,7907.97,33173223.23,7983.93,653,Combined,1284459,86835,147,1453,1332.0,54.31244897959184,13107,Georgia
1003,2013, 653,Emanuel County,33122492.97,8076.69,32350389.7,7888.41,653,Combined,1295267,86575,141,1443,1329.0,55.946170212765956,13107,Georgia
1005,2014, 653,Emanuel County,33596833.77,8146.66,33339939.5,8084.37,653,Combined,1306039,83291,185,1459,1319.0,43.6992972972973,13107,Georgia
1007,2015, 653,Emanuel County,34415556.18,8468.39,33411639.45,8221.37,653,Combined,1332096,85316,169,1455,1290.0,48.64715976331362,13107,Georgia
1009,2016, 653,Emanuel County,35208938.59,8631.76,34246621.53,8395.84,653,Combined,1305158,50828,85,1449,1300.0,98.77458823529412,13107,Georgia
1013,2011, 654,Evans County,15191796.11,8946.88,14062983.31,8282.09,654,Combined,1267239,84678,84,1451,1298.0,98.59630952380952,13109,Georgia
1014,2012, 654,Evans County,13380882.8,7922.37,13949984.55,8259.32,654,Combined,1284459,86835,71,1453,1333.0,116.32845070422535,13109,Georgia
1015,2013, 654,Evans County,14758185.02,8457.41,14301553.77,8195.73,654,Combined,1295267,86575,62,1443,1279.0,132.1891935483871,13109,Georgia
1016,2014, 654,Evans County,14983550.43,8417.72,14744168.51,8283.24,654,Combined,1306039,83291,88,1459,1305.0,94.12772727272727,13109,Georgia
1017,2015, 654,Evans County,15758838.55,8673.0,15583176.46,8576.32,654,Combined,1332096,85316,86,1455,1230.0,99.72465116279069,13109,Georgia
1018,2016, 654,Evans County,16090881.93,9200.05,16533374.51,9453.04,654,Combined,1305158,50828,62,1449,1274.0,152.4683870967742,13109,Georgia
1020,2011, 655,Fannin County,32201741.93,10582.24,30941055.85,10167.94,655,Combined,1267239,84678,153,1451,1446.0,66.45712418300654,13111,Georgia
1021,2012, 655,Fannin County,30096959.84,9946.12,30472124.07,10070.1,655,Combined,1284459,86835,157,1453,1443.0,64.14076433121019,13111,Georgia
1022,2013, 655,Fannin County,30036383.61,10008.79,29454066.69,9814.75,655,Combined,1295267,86575,142,1443,1436.0,69.11795774647888,13111,Georgia
1023,2014, 655,Fannin County,31347086.46,10629.73,29849745.1,10121.99,655,Combined,1306039,83291,155,1459,1446.0,65.30316129032258,13111,Georgia
1024,2015, 655,Fannin County,33090248.98,11232.26,30715416.32,10426.14,655,Combined,1332096,85316,159,1455,1460.0,65.5732075471698,13111,Georgia
1025,2016, 655,Fannin County,33866569.62,11507.5,32146991.25,10923.2,655,Combined,1305158,50828,98,1449,1409.0,111.46122448979592,13111,Georgia
1027,2011, 656,Fayette County,193936493.03,9109.28,181780641.27,8538.31,656,Combined,1267239,84678,2126,1451,1551.0,4.016138287864534,13113,Georgia
1032,2012, 656,Fayette County,178489836.66,8692.4,185182291.53,9018.33,656,Combined,1284459,86835,2094,1453,1554.0,4.306747851002865,13113,Georgia
1037,2013, 656,Fayette County,173600548.15,8527.81,172008028.41,8449.58,656,Combined,1295267,86575,1884,1443,1562.0,4.484915074309979,13113,Georgia
1042,2014, 656,Fayette County,174714782.84,8644.54,163000155.13,8064.92,656,Combined,1306039,83291,1879,1459,1566.0,4.292134113890367,13113,Georgia
1047,2015, 656,Fayette County,179775029.19,8932.03,172534095.3,8572.27,656,Combined,1332096,85316,1753,1455,1562.0,4.8900570450656025,13113,Georgia
1052,2016, 656,Fayette County,191141912.43,9485.01,184298699.15,9145.43,656,Combined,1305158,50828,927,1449,1573.0,9.86562028047465,13113,Georgia
1062,2011, 657,Floyd County,104360280.44,10293.97,98445871.49,9710.58,657,Combined,1267239,84678,231,1451,1512.0,42.037142857142854,13115,Georgia
1066,2012, 657,Floyd County,95924328.67,9541.86,99252819.0,9872.96,657,Combined,1284459,86835,219,1453,1525.0,45.08200913242009,13115,Georgia
1070,2013, 657,Floyd County,95848318.93,9590.59,94950801.48,9500.78,657,Combined,1295267,86575,186,1443,1535.0,51.079462365591404,13115,Georgia
1074,2014, 657,Floyd County,94385519.39,9488.84,88784508.26,8925.76,657,Combined,1306039,83291,183,1459,1506.0,48.77464480874317,13115,Georgia
1078,2015, 657,Floyd County,97744572.9,10087.16,92662486.23,9562.69,657,Combined,1332096,85316,221,1455,1506.0,43.270090497737556,13115,Georgia
1082,2016, 657,Floyd County,98247761.4,10188.51,94225799.31,9771.42,657,Combined,1305158,50828,83,1449,1506.0,117.72795180722892,13115,Georgia
1090,2011, 658,Forsyth County,281885513.7,7786.46,269016091.83,7430.97,658,Combined,1267239,84678,2388,1451,1573.0,3.1117964824120605,13117,Georgia
1097,2012, 658,Forsyth County,272169945.55,7254.38,271956523.89,7248.69,658,Combined,1284459,86835,2466,1453,1576.0,2.9394525547445256,13117,Georgia
1104,2013, 658,Forsyth County,282662621.71,7224.42,280025009.98,7157.01,658,Combined,1295267,86575,2718,1443,1581.0,2.6331898454746137,13117,Georgia
1111,2014, 658,Forsyth County,294491569.07,7185.88,296710954.88,7240.03,658,Combined,1306039,83291,2897,1459,1589.0,2.4991473938557127,13117,Georgia
1118,2015, 658,Forsyth County,323137707.47,7568.87,324371552.52,7597.77,658,Combined,1332096,85316,2982,1455,1594.0,2.5478772635814892,13117,Georgia
1125,2016, 658,Forsyth County,366287413.27,8225.82,350272168.9,7866.16,658,Combined,1305158,50828,1830,1449,1355.9960784313726,4.2984480874316935,13117,Georgia
1139,2011, 659,Franklin County,31844048.24,8702.94,30779492.92,8412.0,659,Combined,1267239,84678,166,1451,1393.0,50.674698795180724,13119,Georgia
1140,2012, 659,Franklin County,29184501.8,7976.09,29825795.25,8151.35,659,Combined,1284459,86835,186,1453,1423.0,43.8244623655914,13119,Georgia
1141,2013, 659,Franklin County,27465525.49,7485.83,27166188.59,7404.25,659,Combined,1295267,86575,179,1443,1418.0,41.364525139664806,13119,Georgia
1142,2014, 659,Franklin County,27544856.15,7569.35,28323097.09,7783.21,659,Combined,1306039,83291,181,1459,1426.0,43.00116022099448,13119,Georgia
1143,2015, 659,Franklin County,32113839.44,9033.43,32035207.03,9011.31,659,Combined,1332096,85316,192,1455,1406.0,46.93390625,13119,Georgia
1144,2016, 659,Franklin County,32098075.56,8791.58,33083614.44,9061.52,659,Combined,1305158,50828,121,1449,1333.0,74.88859504132232,13119,Georgia
1146,2011, 660,Fulton County,929720007.14,10189.94,831692109.0,9115.53,660,Combined,1267239,84678,6867,1451,1582.0,1.3274399301004807,13121,Georgia
1164,2012, 660,Fulton County,878843596.46,9585.78,846841897.01,9236.73,660,Combined,1284459,86835,6930,1453,1589.0,1.3328614718614717,13121,Georgia
1183,2013, 660,Fulton County,887318292.94,9504.57,892557763.72,9560.69,660,Combined,1295267,86575,6913,1443,1592.0,1.3830015912049762,13121,Georgia
1203,2014, 660,Fulton County,906087664.04,9566.87,900802421.81,9511.06,660,Combined,1306039,83291,6871,1459,1582.0,1.3842322805996214,13121,Georgia
1222,2015, 660,Fulton County,938402860.09,9880.42,905557669.34,9534.59,660,Combined,1332096,85316,6549,1455,1581.0,1.4558848679187661,13121,Georgia
1241,2016, 660,Fulton County,962949759.72,10109.92,959338800.49,10072.01,660,Combined,1305158,50828,4956,1449,1497.0,2.0322861178369656,13121,Georgia
1279,2011, 661,Gilmer County,41602094.76,9605.66,37456504.49,8648.47,661,Combined,1267239,84678,178,1451,1426.0,48.58691011235955,13123,Georgia
1280,2012, 661,Gilmer County,37756208.77,8902.67,33872198.65,7986.84,661,Combined,1284459,86835,180,1453,1425.0,44.37133333333333,13123,Georgia
1281,2013, 661,Gilmer County,36819933.85,8645.21,34162379.46,8021.22,661,Combined,1295267,86575,191,1443,1434.0,41.9959162303665,13123,Georgia
1282,2014, 661,Gilmer County,36602087.36,8659.12,36576852.0,8653.15,661,Combined,1306039,83291,169,1459,1409.0,51.202071005917155,13123,Georgia
1283,2015, 661,Gilmer County,38690540.72,9082.29,38543556.1,9047.78,661,Combined,1332096,85316,174,1455,1439.0,51.99873563218391,13123,Georgia
1284,2016, 661,Gilmer County,39930886.11,9640.48,38123929.76,9204.23,661,Combined,1305158,50828,100,1449,1416.0,92.0423,13123,Georgia
1286,2011, 662,Glascock County,5026888.63,8107.88,5133056.76,8279.12,662,Combined,1267239,84678,39,1451,1365.0,212.28512820512822,13125,Georgia
1287,2012, 662,Glascock County,5133167.41,8147.88,5420603.77,8604.13,662,Combined,1284459,86835,29,1453,1382.0,296.69413793103445,13125,Georgia
1288,2013, 662,Glascock County,5142203.32,8471.5,5404399.78,8903.46,662,Combined,1295267,86575,38,1443,1410.0,234.3015789473684,13125,Georgia
1289,2014, 662,Glascock County,5713027.71,9650.38,5450687.48,9207.24,662,Combined,1306039,83291,33,1459,1422.0,279.0072727272727,13125,Georgia
1290,2015, 662,Glascock County,5460665.85,9463.89,5494182.15,9521.98,662,Combined,1332096,85316,42,1455,1429.0,226.71380952380952,13125,Georgia
1291,2016, 662,Glascock County,5844412.84,10473.86,5516629.16,9886.43,662,Combined,1305158,50828,24,1449,1387.0,411.93458333333336,13125,Georgia
1293,2011, 663,Glynn County,124067057.02,9937.29,114410927.2,9163.87,663,Combined,1267239,84678,577,1451,1447.0,15.881923743500868,13127,Georgia
1295,2012, 663,Glynn County,111308873.0,8992.48,112380302.64,9079.04,663,Combined,1284459,86835,609,1453,1434.0,14.908111658456487,13127,Georgia
1298,2013, 663,Glynn County,109163000.48,8846.27,108350366.0,8780.42,663,Combined,1295267,86575,516,1443,1452.0,17.016317829457364,13127,Georgia
1300,2014, 663,Glynn County,110396010.42,8922.33,112286299.89,9075.11,663,Combined,1306039,83291,525,1459,1454.0,17.285923809523812,13127,Georgia
1302,2015, 663,Glynn County,122116943.71,9563.55,118854742.43,9308.07,663,Combined,1332096,85316,560,1455,1459.0,16.62155357142857,13127,Georgia
1304,2016, 663,Glynn County,126302592.49,9699.91,122824402.38,9432.79,663,Combined,1305158,50828,296,1449,1427.0,31.867533783783788,13127,Georgia
1308,2011, 664,Gordon County,55367516.99,8396.65,53817265.58,8161.55,664,Combined,1267239,84678,254,1451,1358.0,32.13208661417323,13129,Georgia
1310,2012, 664,Gordon County,52072713.42,7770.89,51319315.15,7658.46,664,Combined,1284459,86835,314,1453,1373.0,24.39,13129,Georgia
1312,2013, 664,Gordon County,55855695.2,8471.97,52987439.25,8036.92,664,Combined,1295267,86575,290,1443,1355.0,27.71351724137931,13129,Georgia
1314,2014, 664,Gordon County,56270569.77,8675.7,52825215.18,8144.5,664,Combined,1306039,83291,255,1459,1357.0,31.93921568627451,13129,Georgia
1316,2015, 664,Gordon County,57283202.97,8776.34,54325243.39,8323.16,664,Combined,1332096,85316,272,1455,1366.0,30.59985294117647,13129,Georgia
1318,2016, 664,Gordon County,58439342.85,8923.4,55406483.08,8460.3,664,Combined,1305158,50828,179,1449,1399.0,47.26424581005586,13129,Georgia
1322,2011, 665,Grady County,35191354.41,8108.61,32378396.08,7460.46,665,Combined,1267239,84678,142,1451,1393.0,52.538450704225355,13131,Georgia
